Modo,decil_renda,RM,share,frequencia,frequencia_sd,frequencia_ci,ticket,ticket_sd,ticket_ci,gasto,gasto_sd,gasto_ci,pop,pop2
Taxi,2,Campo Grande,0.0005996402159,4.333333333,0,0,14.74509674,19.62990915,22.21292518,766.7450303,1020.755276,1155.072109,5003,3
Taxi,2,Fortaleza,0.001399160504,3.801849145,1.511857892,1.209716035,13.99507472,15.22255532,12.18035727,600.1876805,802.5845157,642.1895626,5003,7
Taxi,2,Maceio,0.001199280432,4.07343505,2.636636466,2.109709801,38.39923133,25.99807685,20.8024118,1621.765707,1488.66598,1191.158982,5003,6
Taxi,2,Manaus,0.002998201079,8.134871757,7.038292843,3.561802172,5.919252084,1.520690633,0.7695615001,566.0971979,512.6636045,259.4388129,5003,15
Taxi,2,Porto Alegre,0.0003997601439,3.142273471,2.828427125,3.919927972,32.61283365,27.57716447,38.21929773,838.3042494,602.4549776,834.9446581,5003,2
Taxi,2,Recife,0.001599040576,5.291770935,3.064129385,2.123294318,11.74267716,9.254771399,6.413111543,706.4629727,531.5712558,368.3533185,5003,8
Taxi,2,Rio de Janeiro,0.0007995202878,4.333333333,0,0,22.58222999,13.95314869,13.67383446,1174.27596,725.5637318,711.039392,5003,4
Taxi,2,Salvador,0.00199880072,4.350438214,3.403157575,2.109260161,32.82488237,59.69273174,36.99725863,623.0280514,529.3895856,328.1130356,5003,10
Taxi,2,Sao Luis,0.0005996402159,4.333333333,0,0,21.71394403,10,11.31585735,1129.125089,520,588.4245822,5003,3
Taxi,2,Sao Paulo,0.001199280432,2.346516022,2.19089023,1.753045083,34.50374718,17.00397012,13.6057598,996.8778808,1224.406566,979.7112977,5003,6
Taxi,2,Vitoria,0.0003997601439,4.333333333,0,0,40.49753493,14.14213562,19.59963986,2105.871816,735.3910524,1019.181273,5003,2
Taxi,2,Zona Rural,0.02258644813,3.086358201,3.084928859,0.5713263222,27.3758173,25.48256003,4.719349445,951.2914849,1707.804844,316.2840718,5003,113
Taxi,3,Belem,0.0005996402159,5.842168103,9.720158511,10.99919271,62.83761165,101.0362971,114.3312325,1744.821238,2065.462014,2337.247352,5003,3
Taxi,3,Brasil Urbano,0.06815910454,4.959706758,5.474297895,0.5818848628,39.05234515,95.55065736,10.15645882,955.5160333,2056.002143,218.5406326,5003,341
Taxi,3,Brasilia,0.0003997601439,0.3333333333,0,0,24.66076963,4.249711755,5.889691778,98.64307851,16.99884702,23.55876711,5003,2
Taxi,3,Curitiba,0.0003997601439,0.3333333333,0,0,54.24200762,8.485281374,11.75978392,216.9680305,33.9411255,47.03913567,5003,2
Taxi,3,Fortaleza,0.001599040576,3.458554011,1.8516402,1.283097618,18.91023104,17.5284208,12.14635272,692.8242006,720.8121907,499.4881863,5003,8
Taxi,3,Maceio,0.00199880072,5.603131465,2.093198863,1.297354258,14.14977384,15.32463521,9.498132785,836.8084711,719.6152058,446.0139301,5003,10
Taxi,3,Manaus,0.002198680792,7.763398023,6.453876761,4.000080759,7.006456316,5.045249791,3.12702076,611.300386,517.9158233,321.0016547,5003,11
Taxi,3,Porto Alegre,0.001599040576,3.989398232,1.414213562,0.9799819931,40.42276829,41.38862637,28.68032781,1524.17298,755.7153792,523.6744175,5003,8
Taxi,3,Recife,0.00199880072,5.503384069,2.671523355,1.655796906,28.63703872,60.56128668,37.53558467,632.1945783,413.7866332,256.4628999,5003,10
Taxi,3,Rio de Janeiro,0.0007995202878,11.18082974,7.602996485,7.450799649,12.61843094,9.727824217,9.533092564,1272.16855,778.8790537,763.2874474,5003,4
Taxi,3,Salvador,0.001798920648,8.482529093,8.459234125,5.861842467,29.04090005,34.20327758,23.70122662,1081.838882,1184.275306,820.6458384,5003,9
Taxi,3,Sao Luis,0.0009994003598,5.083820344,2.947692129,2.888685208,27.30399702,10.36822068,10.16066956,1776.221316,1378.593486,1350.996792,5003,5
Taxi,3,Sao Paulo,0.0005996402159,1.29669302,2.309401077,2.613285315,20.96526516,10,11.31585735,199.4642231,243.3105012,275.3266923,5003,3
Taxi,3,Vitoria,0.0005996402159,4.333333333,0,0,11.79738495,5.033222957,5.695523299,613.4640175,261.7275938,296.1672115,5003,3
Taxi,3,Zona Rural,0.02318608835,3.383644534,2.942351036,0.5377663904,37.31338708,46.66569799,8.528976882,953.2982848,1685.561944,308.0660844,5003,116
Taxi,4,Belem,0.001599040576,7.841046853,6.860862087,4.754247506,29.97681871,32.88824964,22.78997549,1749.343219,1223.627861,847.9152669,5003,8
Taxi,4,Belo Horizonte,0.0005996402159,1.759480223,2.309401077,2.613285315,29.80409851,8.082903769,9.146498602,735.3118503,1023.260149,1157.906588,5003,3
Taxi,4,Brasil Urbano,0.06076354187,4.397590978,4.739481312,0.5327728863,47.09066724,86.52263253,9.726151371,888.2918669,1078.468286,121.2323931,5003,304
Taxi,4,Brasilia,0.0007995202878,1.232066125,2,1.959963986,103.0793764,92.79341446,90.93587524,1487.130026,2436.974137,2388.190772,5003,4
Taxi,4,Campo Grande,0.0003997601439,4.333333333,0,0,21.44332188,7.778174593,10.77980192,1115.052738,404.4650788,560.5497,5003,2
Taxi,4,Cuiaba,0.0005996402159,2.556240334,2.309401077,2.613285315,28.62590125,8.96507111,10.14474658,728.5197312,846.7147742,958.1303601,5003,3
Taxi,4,Curitiba,0.0003997601439,2.537679584,2.828427125,3.919927972,47.34590006,54.73006486,75.85060626,522.6807533,208.7379218,289.2906844,5003,2
Taxi,4,Fortaleza,0.001599040576,2.46820691,2.138089935,1.48159351,24.23235134,15.19339612,10.5282929,938.9812026,1047.997683,726.2119987,5003,8
Taxi,4,Goiania,0.0003997601439,6.5,3.064129385,4.246588637,21.075,2.651650429,3.674932474,1692.6,981.747055,1360.606999,5003,2
Taxi,4,Maceio,0.001399160504,7.066678084,6.551384199,5.24210282,12.19621678,8.360906763,6.689995823,831.0040945,503.9032409,403.1991592,5003,7
Taxi,4,Manaus,0.002798321007,5.036654436,3.92489005,2.133555332,19.72221492,24.46468777,13.2989114,1071.184154,1271.138972,690.9863197,5003,14
Taxi,4,Porto Alegre,0.0003997601439,4.333333333,0,0,9.735058169,8.485281374,11.75978392,506.2230248,441.2346315,611.5087637,5003,2
Taxi,4,Recife,0.001798920648,3.798531747,2.482034212,1.719930354,24.39850049,21.28966886,14.75271676,582.4462259,446.0737358,309.1076484,5003,9
Taxi,4,Rio de Janeiro,0.002998201079,6.428132998,7.832032989,3.963482727,26.26890596,24.58256211,12.44026429,2057.486953,2731.365776,1382.236399,5003,15
Taxi,4,Salvador,0.002198680792,7.559243559,5.546497666,3.437691703,13.5563391,8.351102268,5.175971704,1141.546435,1027.397914,636.7761235,5003,11
Taxi,4,Sao Luis,0.0009994003598,4.333333333,0,0,19.6504586,7.733045972,7.578245804,1021.823847,402.1183905,394.0687818,5003,5
Taxi,4,Sao Paulo,0.001199280432,1.98682422,2.19089023,1.753045083,37.2040765,34.97487193,27.98521186,351.4642287,199.6734,159.7690597,5003,6
Taxi,4,Vitoria,0.0005996402159,4.333333333,0,0,18.89718402,21.74984215,24.61181111,982.6535692,1130.991792,1279.814178,5003,3
Taxi,4,Zona Rural,0.02378572856,4.128537629,3.564040531,0.640349751,45.18068773,106.7386164,19.17768494,1152.331976,1323.157143,237.7311199,5003,119
Taxi,5,Belem,0.0005996402159,4.50838115,0.1924500897,0.2177737762,23.47220724,13.42882472,15.19586649,720.6182124,713.582511,807.4797902,5003,3
Taxi,5,Brasil Urbano,0.05056965821,5.018238984,5.111288414,0.629822568,38.56902019,87.9861347,10.84181694,949.1987935,1402.485916,172.8169514,5003,253
Taxi,5,Campo Grande,0.0005996402159,11.99266788,6.619276004,7.490278302,22.41653788,10.71516751,12.1251307,3857.193994,2895.237469,3276.209419,5003,3
Taxi,5,Curitiba,0.0003997601439,0.3333333333,0,0,84.46073837,10.60660172,14.6997299,337.8429535,42.42640687,58.79891958,5003,2
Taxi,5,Fortaleza,0.0007995202878,4.333333333,0,0,29.31346657,28.19426656,27.62987353,1524.300262,1466.101861,1436.753424,5003,4
Taxi,5,Maceio,0.0003997601439,6.508016462,3.064129385,4.246588637,39.96300095,14.14213562,19.59963986,2860.961975,367.6955262,509.5906364,5003,2
Taxi,5,Manaus,0.002598440935,7.029862114,9.820468189,5.338369227,24.22144652,18.5275263,10.07149296,1508.085511,1489.634889,809.7598708,5003,13
Taxi,5,Porto Alegre,0.0003997601439,6.795751723,3.064129385,4.246588637,36.4176085,29.34493142,40.66925271,2440.372524,845.6997103,1172.058464,5003,2
Taxi,5,Recife,0.001599040576,9.122061061,8.714041761,6.038411906,28.7597158,67.76264774,46.95625636,667.9234924,501.6031442,347.5868582,5003,8
Taxi,5,Rio de Janeiro,0.002198680792,4.7413799,1.30654916,0.8097926794,21.74562204,15.81141642,9.799837356,1252.060107,916.3364426,567.9407755,5003,11
Taxi,5,Salvador,0.0009994003598,8.060038396,9.108603991,8.926267893,72.19315363,78.60453199,77.03102592,1293.210043,1101.949545,1079.890711,5003,5
Taxi,5,Sao Luis,0.0009994003598,7.025430205,7.751702322,7.596528691,17.81504487,18.60913754,18.2366197,1249.433958,1179.265534,1155.658988,5003,5
Taxi,5,Sao Paulo,0.0007995202878,3.659781377,2,1.959963986,27.5870082,17.85823806,17.50075173,1353.698192,1044.275187,1023.370879,5003,4
Taxi,5,Zona Rural,0.01898860684,3.650746377,4.287734938,0.8622123093,47.80689421,88.09060162,17.71396837,1010.126248,1347.250711,270.9160347,5003,95
Taxi,6,Belem,0.0009994003598,4.649869178,3.467307633,3.397899045,30.53278462,45.97553697,45.05519836,820.2585586,460.4345773,451.2175948,5003,5
Taxi,6,Brasil Urbano,0.05236857885,4.028299836,4.652462991,0.5633526906,47.53162754,71.14682925,8.614954651,926.2866563,1394.041061,168.8002213,5003,262
Taxi,6,Cuiaba,0.0005996402159,4.395827795,4.16777763,4.716197712,41.52254596,36.21233261,40.97735902,941.193057,627.8952962,710.5173602,5003,3
Taxi,6,Fortaleza,0.0003997601439,10.54674306,9.192388155,12.73976591,12.26454487,8.485281374,11.75978392,1085.121833,220.6173157,305.7543818,5003,2
Taxi,6,Goiania,0.0005996402159,3.733953422,4.811252243,5.444344406,22.52287374,5.576525202,6.31031637,876.4508844,1097.128374,1241.494817,5003,3
Taxi,6,Maceio,0.001199280432,3.944615672,3.115671261,2.493010425,47.67591062,77.81687906,62.26532727,1893.010939,4033.421707,3227.350231,5003,6
Taxi,6,Manaus,0.002598440935,3.898864254,2.041939193,1.109990394,61.63086905,135.8827672,73.86535639,532.3069674,481.5821021,261.7862025,5003,13
Taxi,6,Porto Alegre,0.001599040576,7.624366083,9.94339136,6.890292062,21.05996478,11.08228155,7.679488195,1344.335517,1538.72301,1066.261053,5003,8
Taxi,6,Recife,0.001199280432,17.29781654,12.58864862,10.0728317,8.570027332,3.976273167,3.181622715,1536.670298,1295.815831,1036.849559,5003,6
Taxi,6,Rio de Janeiro,0.0007995202878,3.387518868,2,1.959963986,40.58298971,53.25516024,52.18909807,732.6799479,247.2591998,242.3095634,5003,4
Taxi,6,Salvador,0.001599040576,9.344127381,7.94225189,5.503598638,31.94423378,30.44142828,21.09444595,1951.351967,1268.259437,878.8428028,5003,8
Taxi,6,Sao Luis,0.0009994003598,8.943662711,7.232642056,7.087858977,8.192671616,2.863564213,2.806241364,791.4232183,919.7408331,901.3294547,5003,5
Taxi,6,Sao Paulo,0.001199280432,3.721123192,1.632993162,1.306642657,26.41154746,16.32993162,13.06642657,1006.074384,718.5169912,574.9227693,5003,6
Taxi,6,Vitoria,0.0007995202878,4.333333333,0,0,13.90018317,7.306888873,7.160619521,722.8095247,379.9582214,372.3522151,5003,4
Taxi,6,Zona Rural,0.02258644813,2.914621623,3.168814562,0.5868618863,52.81251778,80.13449961,14.84084432,840.9763002,1074.536039,199.0032027,5003,113
Taxi,7,Belem,0.0009994003598,3.752815368,1.831817555,1.795148219,17.92015999,11.52388823,11.29320296,562.4138667,592.6185957,580.7555526,5003,5
Taxi,7,Belo Horizonte,0.0007995202878,2.441110805,2.309401077,2.26317147,43.8747727,36.81824729,36.08121936,816.5103014,858.6834884,841.4943564,5003,4
Taxi,7,Brasil Urbano,0.03997601439,4.369028442,4.992165554,0.6918661339,57.12724905,90.61381275,12.55820297,1129.873916,1990.770327,275.9016212,5003,200
Taxi,7,Brasilia,0.0007995202878,0.3333333333,0,0,240.8634709,219.1956689,214.8078085,963.4538835,876.7826756,859.2312339,5003,4
Taxi,7,Curitiba,0.0003997601439,1.649887517,2.828427125,3.919927972,23.41722908,14.14213562,19.59963986,251.6554184,282.8427125,391.9927972,5003,2
Taxi,7,Fortaleza,0.00199880072,4.490183572,4.66190233,2.889423907,25.41572516,26.28101343,16.28884158,1213.7225,1770.29238,1097.218424,5003,10
Taxi,7,Maceio,0.001399160504,5.04140897,1.63784605,1.310525705,9.886581593,4.327032966,3.462283851,539.5929658,188.8359076,151.0974191,5003,7
Taxi,7,Manaus,0.002798321007,6.493317403,5.051203026,2.74581479,31.09623937,72.71430056,39.52721775,860.5363945,874.4822518,475.3652324,5003,14
Taxi,7,Porto Alegre,0.0003997601439,4.474203044,0.2357022604,0.3266606644,33.37824886,19.44543648,26.94950481,1714.538484,1046.518036,1450.37335,5003,2
Taxi,7,Recife,0.002598440935,7.197394223,7.50574329,4.08009356,33.97506823,60.61649094,32.95089437,1396.376967,1838.561757,999.4351915,5003,13
Taxi,7,Rio de Janeiro,0.003797721367,4.600168688,2.305599591,1.065113098,33.1265059,15.16955048,7.007846013,1698.244771,820.3379001,378.9698113,5003,19
Taxi,7,Salvador,0.001798920648,8.389274656,7.049428661,4.884915074,27.43574115,30.05951851,20.82980084,2575.989952,3259.639903,2258.773706,5003,9
Taxi,7,Sao Paulo,0.002198680792,3.317974753,3.618694446,2.242848843,79.29535612,69.13474619,42.84937229,1114.82199,1425.043438,883.2348444,5003,11
Taxi,7,Vitoria,0.001199280432,4.389842525,0.1360827635,0.1088868881,49.24254668,16.4924225,13.19644397,2363.282329,1202.301127,962.0235873,5003,6
Taxi,7,Zona Rural,0.01918848691,2.555986763,2.714535184,0.543010153,79.44020438,134.7064794,26.94641292,1117.748384,1634.423242,326.9467348,5003,96
Taxi,8,Belem,0.001199280432,8.732756903,9.361069898,7.490278302,14.33285249,11.58882813,9.272823391,1168.370309,773.9474056,619.2755233,5003,6
Taxi,8,Belo Horizonte,0.0005996402159,2.684907927,4.811252243,5.444344406,62.40099986,34.99047489,39.59472225,1209.046434,1869.934758,2115.991498,5003,3
Taxi,8,Brasil Urbano,0.03837697382,4.664919626,4.965243936,0.7023249012,49.10455284,107.3287556,15.1814611,1021.991786,1255.513344,177.5901237,5003,192
Taxi,8,Brasilia,0.0005996402159,0.3333333333,0,0,62.75563501,82.23936851,93.06089626,251.0225401,328.957474,372.2435851,5003,3
Taxi,8,Campo Grande,0.0005996402159,4.333333333,0,0,9.896454807,4.358898944,4.932467865,514.61565,226.6627451,256.488329,5003,3
Taxi,8,Cuiaba,0.0007995202878,1.146702897,1.950783318,1.911732524,27.85774564,12.75328936,12.49799393,199.3762908,111.3265341,109.0979988,5003,4
Taxi,8,Fortaleza,0.001399160504,5.208059952,2.114450158,1.69188141,36.75253559,30.75091946,24.60540807,2194.543275,1647.24,1318.042293,5003,7
Taxi,8,Goiania,0.0007995202878,3.18349351,2.309401077,2.26317147,46.57572638,131.2120628,128.5854589,647.2851038,569.7763524,558.3705654,5003,4
Taxi,8,Maceio,0.0009994003598,5.16957698,5.715476066,5.601063627,156.7515235,124.5547626,122.0614245,2168.207625,2273.481911,2227.971334,5003,5
Taxi,8,Manaus,0.001798920648,7.924970607,7.186020379,4.979566567,11.22523874,7.241853661,5.018256346,826.429191,511.4802049,354.4311863,5003,9
Taxi,8,Porto Alegre,0.001399160504,3.414910159,2.853569194,2.283288945,80.89149656,139.0531866,111.2636779,1364.889871,1108.769867,887.1843679,5003,7
Taxi,8,Recife,0.001798920648,7.872560697,7.466178886,5.17370294,29.30292184,29.08178124,20.15227593,2307.547786,2197.310275,1522.630358,5003,9
Taxi,8,Rio de Janeiro,0.004997001799,4.365056059,2.333095226,0.9145565238,57.04991784,63.12611838,24.74498372,2310.451971,2071.639809,812.0678834,5003,25
Taxi,8,Salvador,0.002398560863,3.971458205,2.773734431,1.639142181,47.76885736,53.43187939,31.57564269,1832.47338,1505.175822,889.4857244,5003,12
Taxi,8,Sao Luis,0.0009994003598,5.046866728,1.906130461,1.867973528,17.9766429,12.17887515,11.93507835,1100.811611,910.0127472,891.7961057,5003,5
Taxi,8,Sao Paulo,0.002798321007,2.406730502,2.661739954,1.446911735,86.89239254,139.7280571,75.95564142,837.3989067,778.8403467,423.3746559,5003,14
Taxi,8,Zona Rural,0.02258644813,3.681415568,3.627876358,0.6718797584,68.23483926,74.13526806,13.72979151,1245.769923,2047.844369,379.259116,5003,113
Taxi,9,Belem,0.0007995202878,3.670646769,2,1.959963986,7.79149484,3.559026084,3.487781475,309.7308664,193.190752,189.3234582,5003,4
Taxi,9,Belo Horizonte,0.002198680792,2.580314406,2.835560622,1.757466389,107.0030147,141.9644144,87.98883887,1141.215874,1372.793092,850.8503393,5003,11
Taxi,9,Brasil Urbano,0.04317409554,4.989326542,6.087508842,0.8118220084,54.98831847,112.9162975,15.05836588,1162.050515,1439.490068,191.9684634,5003,216
Taxi,9,Brasilia,0.001399160504,1.935252679,3.258688021,2.607445564,173.9374686,154.2144893,123.3950238,1179.419522,827.7687637,662.3407877,5003,7
Taxi,9,Curitiba,0.0005996402159,3.800968079,4.16777763,4.716197712,35.1142443,28.16173527,31.8674179,867.0193325,1099.066877,1243.6884,5003,3
Taxi,9,Fortaleza,0.001399160504,3.599401208,2.853569194,2.283288945,47.20796107,69.00187627,55.21198562,742.1153823,451.6368115,361.3780739,5003,7
Taxi,9,Goiania,0.0003997601439,7.539344585,12.02081528,16.65969388,68.73316893,77.18070517,106.9650345,780.7946656,535.138412,741.6503723,5003,2
Taxi,9,Maceio,0.001199280432,6.103334649,7.573834099,6.060218099,40.6345437,32.92418058,26.34434718,1226.342535,862.2857222,689.9595992,5003,6
Taxi,9,Manaus,0.002598440935,5.999380599,5.073814122,2.758106096,220.9209274,824.6710319,448.2880424,2560.779072,3922.998461,2132.527071,5003,13
Taxi,9,Porto Alegre,0.001798920648,3.878703124,3.530729299,2.446625621,83.34440202,88.12498139,61.06637442,1708.114842,1559.511604,1080.666549,5003,9
Taxi,9,Recife,0.002598440935,4.550364206,5.477485646,2.977540404,32.29404449,29.29907673,15.92686689,1348.649447,1594.822585,866.9395029,5003,13
Taxi,9,Rio de Janeiro,0.005996402159,6.600956844,4.652468824,1.664833996,36.97112287,28.26156087,10.11308385,2466.908324,2144.149431,767.2599218,5003,30
Taxi,9,Salvador,0.001199280432,5.748782471,8.825258364,7.06154766,114.4126653,175.2346998,140.2143861,1860.073662,1327.422565,1062.13975,5003,6
Taxi,9,Sao Luis,0.001199280432,8.013853194,9.203863923,7.364489635,39.55234232,23.75219288,19.00536337,2292.45754,1348.73867,1079.195872,5003,6
Taxi,9,Sao Paulo,0.002398560863,6.250553313,4.290287363,2.535351224,801.7987155,1417.292775,837.551117,5695.854148,5210.819999,3079.341252,5003,12
Taxi,9,Vitoria,0.0009994003598,4.725400599,1.906130461,1.867973528,22.55397478,68.18137576,66.8165205,858.9108659,1064.219526,1042.915972,5003,5
Taxi,9,Zona Rural,0.01659004597,2.821310768,4.113337831,0.8849188067,61.40582656,99.23795911,21.34945875,849.0467763,1359.566505,292.4889759,5003,83
Taxi,10,Belo Horizonte,0.004397361583,5.063905521,5.378327521,2.247418734,87.55257702,112.1696875,46.87186787,2385.917067,4262.827734,1781.289605,5003,22
Taxi,10,Brasil Urbano,0.0391764941,4.172682797,5.883407712,0.8236619451,92.22538399,138.9410435,19.45138868,1585.862498,3523.803803,493.3234677,5003,196
Taxi,10,Brasilia,0.002598440935,2.77697742,2.775041387,1.508501964,215.6960715,215.2131237,116.989037,2184.736838,2202.827457,1197.448643,5003,13
Taxi,10,Campo Grande,0.0007995202878,2.281004308,2.309401077,2.26317147,61.78116508,65.06150936,63.75910761,527.5892807,188.3401179,184.5699241,5003,4
Taxi,10,Curitiba,0.0007995202878,1.565034156,2,1.959963986,129.589809,84.56766522,82.87478911,704.5924003,86.12641871,84.40233946,5003,4
Taxi,10,Fortaleza,0.001798920648,1.502965598,2,1.385903825,128.3673271,95.42667342,66.12609587,894.8596712,928.2779756,643.2519987,5003,9
Taxi,10,Goiania,0.0003997601439,0.3333333333,0,0,150,0,0,600,0,0,5003,2
Taxi,10,Maceio,0.0005996402159,2.748257077,4.811252243,5.444344406,61.16562491,74.14400403,83.90029729,1229.951387,1874.875285,2121.582127,5003,3
Taxi,10,Manaus,0.002998201079,3.024651597,2.790194471,1.412007279,89.24681149,104.8539356,53.06243771,715.0605687,457.5402359,231.543052,5003,15
Taxi,10,Porto Alegre,0.002998201079,7.176755309,6.21552928,3.145434012,78.7387749,129.7111025,65.64166865,2263.582724,1415.877529,716.5197258,5003,15
Taxi,10,Recife,0.003597841295,5.477175421,5.275696184,2.437202508,70.55508049,122.211658,56.4578681,1880.608751,1828.616576,844.762236,5003,18
Taxi,10,Rio de Janeiro,0.01299220468,6.869764624,6.034901163,1.467106276,69.30424247,91.56813337,22.26054404,2823.023178,2903.940689,705.958473,5003,65
Taxi,10,Salvador,0.002598440935,3.500354145,3.428138963,1.863523327,78.83216969,97.7552543,53.13938514,1597.41406,1783.934344,969.7399373,5003,13
Taxi,10,Sao Luis,0.001199280432,3.697766363,1.665555185,1.332697224,70.99632785,113.9580698,91.18377137,1026.55914,420.6921281,336.6176253,5003,6
Taxi,10,Sao Paulo,0.005196881871,7.196673329,6.087285334,2.386172005,63.14197293,143.2585602,56.15632375,2302.126553,1592.562594,624.2730659,5003,26
Taxi,10,Vitoria,0.0007995202878,4.306747908,3.403429643,3.335299765,86.88590934,83.0270074,81.36497219,1757.142312,1118.846708,1096.449627,5003,4
Taxi,10,Zona Rural,0.009794123526,2.584151252,2.806647034,0.7858467298,70.46127935,89.45434868,25.0467574,773.4581706,1325.488715,371.1300207,5003,49
Transporte Privado,1,Belem,0.0006775067751,4.031322187,3.401960219,1.333543902,92.21438739,91.69628824,35.94428452,1674.460582,1352.604425,530.211192,36902,25.00135501
Transporte Privado,1,Belo Horizonte,0.001219512195,5.629544123,4.939681056,1.443247264,143.3351307,186.963683,54.62596086,2769.948836,3431.513136,1002.599538,36902,45.00243902
Transporte Privado,1,Brasil Urbano,0.04677506775,4.752047665,4.388658744,0.2070425022,141.3146007,381.4433237,17.99524292,2468.545236,3705.118467,174.7953175,36902,1726.09355
Transporte Privado,1,Brasilia,0.001571815718,5.91873331,5.97559791,1.537855256,198.447524,687.1594164,176.844516,4543.597473,6770.738377,1742.48933,36902,58.00314363
Transporte Privado,1,Campo Grande,0.0006233062331,6.751477161,6.910494969,2.824186212,174.0485275,278.3840845,113.7702143,3705.164394,3939.207518,1609.878252,36902,23.00124661
Transporte Privado,1,Cuiaba,0.0006775067751,4.881872865,3.838016463,1.504474809,170.6232943,245.4803345,96.22652296,3379.499015,3271.328701,1282.337288,36902,25.00135501
Transporte Privado,1,Curitiba,0.000406504065,5.710512023,3.918751556,1.98312547,273.3686332,238.4785355,120.6845729,6205.436808,5071.549976,2566.511244,36902,15.00081301
Transporte Privado,1,Florianopolis,0.000460704607,4.679947915,4.349235527,2.067457343,202.8205742,308.4504739,146.6253536,3129.926381,2736.944665,1301.037,36902,17.00092141
Transporte Privado,1,Fortaleza,0.001165311653,4.41800937,3.61824125,1.081462299,72.93477902,73.83827189,22.06964704,2074.487748,2505.565816,748.8928406,36902,43.00233062
Transporte Privado,1,Goiania,0.0005962059621,5.697344915,6.618876325,2.76580156,128.97337,142.7795484,59.66267962,2374.146654,2729.031735,1140.368827,36902,22.00119241
Transporte Privado,1,Maceio,0.000406504065,4.319515103,2.943560814,1.489619931,57.06050185,51.57979058,26.10249591,1680.946114,1127.617234,570.6425698,36902,15.00081301
Transporte Privado,1,Manaus,0.0008672086721,3.678320665,2.842332325,0.9847998107,101.5118233,140.5456884,48.6957018,1686.013757,1553.775131,538.3457246,36902,32.00173442
Transporte Privado,1,Porto Alegre,0.0009485094851,4.286640219,2.772345763,0.9184625716,126.8604157,106.2294682,35.19322586,3690.849318,2692.24685,891.9262522,36902,35.00189702
Transporte Privado,1,Recife,0.0005420054201,5.003705505,3.774181295,1.65407749,125.6601788,314.8840132,138.0014677,2323.768716,2745.109256,1203.075071,36902,20.00108401
Transporte Privado,1,Rio de Janeiro,0.001029810298,4.13129718,3.77454561,1.200109768,135.208745,237.0691455,75.37569462,2652.291176,3108.244446,988.2605501,36902,38.00205962
Transporte Privado,1,Salvador,0.0006775067751,6.359520218,5.872976405,2.302164449,51.01226918,85.8780233,33.66356658,2296.061582,3065.556406,1201.676031,36902,25.00135501
Transporte Privado,1,Sao Luis,0.000406504065,6.353720135,7.330591118,3.709722791,97.53846529,102.5670591,51.90513978,2938.058897,4977.802742,2519.06947,36902,15.00081301
Transporte Privado,1,Sao Paulo,0.00189701897,4.608355992,5.327818059,1.248097338,186.9203692,251.2835024,58.86579967,3141.751082,2614.168596,612.3964502,36902,70.00379404
Transporte Privado,1,Vitoria,0.0009485094851,3.311506548,2.196806102,0.7277895164,149.4856638,226.2326423,74.94960306,2126.40367,1994.067784,660.623451,36902,35.00189702
Transporte Privado,1,Zona Rural,0.01734417344,4.417714214,4.030432049,0.3122552205,66.91076213,161.7051326,12.52800474,1383.724834,1792.836336,138.898882,36902,640.0346883
Transporte Privado,2,Belem,0.0005420054201,4.645994649,5.018562036,2.199441375,81.04606416,74.33381626,32.57763277,1659.041588,2391.95306,1048.300387,36902,20.00108401
Transporte Privado,2,Belo Horizonte,0.001056910569,5.096304498,7.294338724,2.289294761,118.0691721,134.4866017,42.20800327,3048.654175,3058.009508,959.7422621,36902,39.00211382
Transporte Privado,2,Brasil Urbano,0.04260162602,4.6284027,4.034167442,0.1994232275,136.025478,234.0374682,11.56930344,2697.156441,3002.248656,148.4118161,36902,1572.085203
Transporte Privado,2,Brasilia,0.001571815718,5.069194338,4.833689691,1.243978462,297.2138855,691.5611056,177.9773166,7025.934046,17689.9015,4552.60016,36902,58.00314363
Transporte Privado,2,Campo Grande,0.00108401084,5.731166146,5.194171344,1.609660799,75.66006216,80.44481866,24.92964951,2841.913081,2416.749357,748.9446234,36902,40.00216802
Transporte Privado,2,Cuiaba,0.000460704607,9.166764536,8.106269259,3.853404994,123.8524117,191.7727573,91.16130703,5829.861694,5831.97231,2772.292716,36902,17.00092141
Transporte Privado,2,Curitiba,0.001111111111,3.685430892,3.691765539,1.130030784,223.2394477,313.090721,95.83548823,4358.066797,3870.105732,1184.619816,36902,41.00222222
Transporte Privado,2,Florianopolis,0.000406504065,3.591060502,2.449489743,1.239590066,140.3043718,194.2783001,98.31657856,2321.41982,1306.330682,661.0823909,36902,15.00081301
Transporte Privado,2,Fortaleza,0.001002710027,5.430313651,4.405743665,1.419601517,143.0426099,198.5798914,63.98563704,3114.559977,2598.791975,837.3726006,36902,37.00200542
Transporte Privado,2,Goiania,0.0007859078591,5.282327834,3.436896934,1.250879863,108.6461189,127.0170942,46.2286558,3561.142231,3723.534233,1355.203278,36902,29.00157182
Transporte Privado,2,Maceio,0.0005149051491,3.714384445,1.896955599,0.8529595905,98.90066579,110.8978009,49.86481649,2178.342486,1813.196826,815.297745,36902,19.00102981
Transporte Privado,2,Manaus,0.001273712737,4.544696186,5.021323633,1.435546867,110.1229707,139.7896243,39.96447387,2579.579608,2760.093617,789.0835234,36902,47.00254743
