"","Modo","sexo","share","frequencia","frequencia_sd","ticket","ticket_sd","gasto","gasto_sd"
"1","Aplicativo","Homem",0.364002686366689,7.07899068309206,6.84762845464287,42.0813118603485,66.5749460147941,1878.86075011196,1926.74171600417
"2","Aplicativo","Mulher",0.635997313633311,6.64398962209503,5.99995778931595,36.6866015181247,61.4928014829114,1779.73490453522,1695.20054685789
"3","Táxi","Homem",0.351589046572057,4.46716270446571,4.863069150928,77.9365800825176,153.504596706138,1224.12020562935,1514.76348401623
"4","Táxi","Mulher",0.648410953427943,4.70291108994806,4.8605809257205,44.5205189440206,95.5227101803447,1173.62214327385,1775.12742595261
"5","Transporte Privado","Homem",0.727262872628726,5.17359292083218,4.41754749031907,221.577292944722,485.993788008226,4827.78746654791,5512.11338985717
"6","Transporte Privado","Mulher",0.272791327913279,4.67307483178018,3.81768976025652,198.921518944129,447.533420503789,4055.54681965198,4334.00659367136
"7","Transporte Público","Homem",0.375282055342227,10.8823614125415,10.0901352731646,43.7139239181243,115.119222755007,1428.30070362945,1643.18958099587
"8","Transporte Público","Mulher",0.624757531372471,10.5041529588398,9.66624874987148,39.0607890389008,110.44856711614,1328.3183725178,1401.43479904014
