"","Modo","RM","share","frequencia","frequencia_sd","ticket","ticket_sd","gasto","gasto_sd"
"39","Táxi","Vitória",0.00579652208674795,4.36249843097078,1.57793349370744,31.9044357103041,44.8018838972081,1220.6714101351,1128.36631465813
"40","Táxi","Zona Rural",0.202078752748351,3.27041985416843,3.30926433136306,47.9246753429933,83.2469049420808,967.841538314945,1494.30897738639
"41","Transporte Privado","Belém",0.00444444444444444,5.09164628542196,4.47204812414397,123.3538859175,184.256610106554,3608.91335411857,3930.57421414163
"42","Transporte Privado","Belo Horizonte",0.0173170731707317,5.50021107076243,5.73641001095618,245.062789032441,493.291780388507,5235.51075902432,5511.28367903115
"43","Transporte Privado","Brasil Urbano",0.479241192411924,4.87314441995166,4.03952540921126,211.180482429701,448.026407609843,4402.11040675278,4987.78491689021
"44","Transporte Privado","Brasília",0.0257994579945799,5.2148713029048,4.73532175019251,297.119705773056,693.297677510642,7369.82619576393,8655.60808726325
"45","Transporte Privado","Campo Grande",0.0122493224932249,5.91048264265184,5.12346032956815,195.126923442748,413.27329049491,5256.25389486013,5055.77159823601
"46","Transporte Privado","Cuiabá",0.00661246612466125,6.1706185826021,5.42255197083378,250.018618273508,506.134001642854,5525.18601850349,5288.91592430933
"47","Transporte Privado","Curitiba",0.0139837398373984,4.73740173668678,3.9608042466217,267.419740918449,703.413183213276,5525.14221007288,6254.71047995968
"48","Transporte Privado","Florianópolis",0.00585365853658537,4.66024148840549,3.39096179242581,294.992914632165,641.346396530757,5530.03746226998,5271.57190727384
"49","Transporte Privado","Fortaleza",0.0172628726287263,5.16982087609526,4.67858723403007,154.010849828753,289.695872588516,4024.40713337603,3962.75010571696
"50","Transporte Privado","Goiânia",0.010650406504065,5.98328550045998,4.9909812900464,202.855206054343,423.040481128804,5291.59778343202,5107.56001755353
"51","Transporte Privado","Maceió",0.0070189701897019,5.53913301949281,5.33320113970238,143.33187741209,203.45113865491,4798.83116828009,4550.65998758003
"52","Transporte Privado","Manaus",0.0157723577235772,5.25380996183122,5.09805681437854,253.517883686865,758.143407839935,5041.2939631061,5557.34716907655
"53","Transporte Privado","Porto Alegre",0.0143360433604336,4.73755106309056,4.25557816856243,268.844669573524,422.454548630765,5637.46031303234,5399.98707791612
"54","Transporte Privado","Recife",0.0156910569105691,5.33910095867584,5.09739404634467,248.393612785175,628.136599011756,4818.61638588738,5282.72266879479
"55","Transporte Privado","Rio de Janeiro",0.0202710027100271,5.31180687449341,5.35371673891618,238.718253766832,463.514314890233,5524.37489253525,4914.10832041521
"56","Transporte Privado","Salvador",0.00975609756097561,6.14200424702954,6.06568440106674,278.527738061219,530.457761888524,6454.31913328491,7188.42808718365
"57","Transporte Privado","São Luís",0.00493224932249323,6.03821228100875,6.89556058094999,207.028239282624,379.829418395753,4412.1454854352,5722.78347903786
"58","Transporte Privado","São Paulo",0.026070460704607,5.80461120824012,5.1956789515127,239.306844618585,350.04935656658,5685.55713941198,5384.44832952378
"59","Transporte Privado","Vitória",0.0163414634146341,5.02347173731408,4.14038588943756,268.103529991124,478.339095950811,5262.88457656128,4822.6300961822
"60","Transporte Privado","Zona Rural",0.276449864498645,4.55799975582832,3.87092114374464,173.123236395765,480.012744706343,3299.20007561993,4991.40388066194
"61","Transporte Público","Belém",0.00617552749297336,9.28532020318432,8.30549942211036,35.754396824382,66.1158958129549,1208.72685325051,1527.12195392228
"62","Transporte Público","Belo Horizonte",0.0280669807212699,12.8227932392696,10.1233150280919,37.0377368423559,88.4481325955991,1734.96862412463,1749.69878393319
"63","Transporte Público","Brasil Urbano",0.408614069118404,8.11846499268262,8.60161421743343,54.2795146800519,121.021975274538,1173.50061123751,1447.0201254279
"64","Transporte Público","Brasília",0.0309568108942639,13.043308325289,10.194218264824,45.9697443582819,129.322532675782,1859.95948227826,1555.88786281356
"65","Transporte Público","Campo Grande",0.00783816951031234,8.13775302660195,8.06212737181193,62.1024305984354,145.408828315452,1001.04732459994,917.838217132385
"66","Transporte Público","Cuiabá",0.00502751276671549,11.9795416141413,10.7751456977239,29.995810238612,59.1369121984817,1393.50571242439,1426.68069412466
"67","Transporte Público","Curitiba",0.00985709195993825,11.2029835083351,9.35208908723174,58.3238211776589,114.842622006855,1594.84548207775,1309.51795705859
"68","Transporte Público","Florianópolis",0.00467123233442857,12.0978768501658,9.16491649190564,24.7500605604429,87.6669692785031,1332.44920150606,1076.36684314683
"69","Transporte Público","Fortaleza",0.0311151577530581,12.6126945072837,12.7935791481978,25.4062650560664,75.2514171194992,1080.82963870647,1376.68503079849
"70","Transporte Público","Goiânia",0.00657139463995883,10.2890706988318,8.35334459897408,37.0035313872591,91.5376331046762,1222.39870405482,1214.97073691791
"71","Transporte Público","Maceió",0.0196745972051779,8.99731202890032,8.4321312312761,22.4974786637939,43.4862188439353,1048.31878683383,982.004539590275
"72","Transporte Público","Manaus",0.0246229365424963,11.7751804779032,9.25084922858594,18.2956088287275,47.3089370902504,1289.16242876134,1354.4235635479
"73","Transporte Público","Porto Alegre",0.0224456672340762,14.4892922566882,12.4659495344109,33.3791098227359,90.6112395610117,1358.35770090983,1212.65810415464
"74","Transporte Público","Recife",0.0402201021337239,10.6506671390672,9.18071303874157,18.2746150550856,29.9516213335033,1069.54316750826,952.838115045233
"75","Transporte Público","Rio de Janeiro",0.0719686473219587,12.3238512864827,10.9600885557579,26.1685042970837,114.767029458893,1635.85503510941,1663.04502302163
"76","Transporte Público","Salvador",0.0256521911246586,12.9833693276195,10.1819736400853,20.0542342933785,47.4190422575568,1273.746710099,1220.86443192369
"77","Transporte Público","São Luís",0.0119947745536598,11.4424898466458,9.56554260713554,29.6278697355985,73.0502694998576,1147.80337676374,1824.74503484895
"78","Transporte Público","São Paulo",0.0420410910098571,17.5800707572761,15.5004134677794,29.3544788594172,98.835333047926,1991.36311912879,2152.50886847538
"79","Transporte Público","Vitória",0.0274335932860932,11.5097045984471,9.81102037037693,31.2568274527151,81.989502694929,1129.86660697294,899.438910673538
"80","Transporte Público","Zona Rural",0.175092039111674,5.03361917101579,5.98988573943064,48.8123752633929,133.231076239746,972.845631622998,1512.90956828789
