ESTRATO_POF,pos_estrato,tot_pop,uf,COD_UPA
2108,213,5543935,21,210054593
2112,213,5543935,21,210054745
2120,213,5543935,21,210057074
2111,213,5543935,21,210057252
2110,213,5543935,21,210058575
2110,213,5543935,21,210058593
2110,213,5543935,21,210059280
2105,213,5543935,21,210060224
2112,213,5543935,21,210060361
2112,213,5543935,21,210060370
2110,213,5543935,21,210060527
2106,213,5543935,21,210060700
2116,213,5543935,21,210063249
2121,213,5543935,21,210064271
2117,213,5543935,21,210064460
2120,213,5543935,21,210064554
2110,213,5543935,21,210065610
2116,213,5543935,21,210066218
2113,213,5543935,21,210066836
2112,213,5543935,21,210066881
2125,213,5543935,21,210067151
2111,213,5543935,21,210068494
2110,213,5543935,21,210068931
2110,213,5543935,21,210069300
2113,213,5543935,21,210070946
2110,213,5543935,21,210071047
2108,213,5543935,21,210071155
2113,213,5543935,21,210072506
2106,213,5543935,21,210072747
2118,213,5543935,21,210074017
2112,213,5543935,21,210074035
2109,213,5543935,21,210074947
2110,213,5543935,21,210075764
2112,213,5543935,21,210076189
2118,213,5543935,21,210078888
2125,213,5543935,21,210079370
2121,213,5543935,21,210079610
2123,213,5543935,21,210080081
2113,213,5543935,21,210080943
2105,213,5543935,21,210081044
2123,213,5543935,21,210081620
2108,213,5543935,21,210082390
2112,213,5543935,21,210082415
2107,213,5543935,21,210083530
2202,221,860063,22,220001634
2201,221,860063,22,220003982
2201,221,860063,22,220004073
2201,221,860063,22,220006380
2210,221,860063,22,220007160
2202,221,860063,22,220009893
2203,221,860063,22,220010826
2201,221,860063,22,220011190
2201,221,860063,22,220011262
2201,221,860063,22,220013473
2201,221,860063,22,220013610
2202,221,860063,22,220014560
2202,221,860063,22,220014597
2210,221,860063,22,220015829
2203,221,860063,22,220016879
2202,221,860063,22,220017597
2203,221,860063,22,220017828
2202,221,860063,22,220018620
2203,221,860063,22,220019959
2201,221,860063,22,220020787
2210,221,860063,22,220021034
2201,221,860063,22,220021927
2201,221,860063,22,220022210
2201,221,860063,22,220023470
2201,221,860063,22,220024594
2202,221,860063,22,220025068
2203,221,860063,22,220025179
2202,221,860063,22,220026502
2201,221,860063,22,220027020
2203,221,860063,22,220027146
2201,221,860063,22,220028364
2201,221,860063,22,220029263
2202,221,860063,22,220031357
2202,221,860063,22,220032086
2202,221,860063,22,220032537
2201,221,860063,22,220032884
2201,221,860063,22,220034123
2202,221,860063,22,220034969
2202,221,860063,22,220035832
2201,221,860063,22,220037662
2201,221,860063,22,220039877
2201,221,860063,22,220040837
2201,221,860063,22,220040974
2201,221,860063,22,220042260
2203,221,860063,22,220043333
2201,221,860063,22,220043676
2202,221,860063,22,220043972
2201,221,860063,22,220046680
2213,223,2400160,22,220000315
2213,223,2400160,22,220000939
2209,223,2400160,22,220001175
2208,223,2400160,22,220001391
2205,223,2400160,22,220001832
2207,223,2400160,22,220002623
2214,223,2400160,22,220002837
2207,223,2400160,22,220003284
2205,223,2400160,22,220003399
2208,223,2400160,22,220003727
2205,223,2400160,22,220004601
2204,223,2400160,22,220006035
2209,223,2400160,22,220006671
2207,223,2400160,22,220007713
2209,223,2400160,22,220008194
2205,223,2400160,22,220008281
2205,223,2400160,22,220008350
2216,223,2400160,22,220009023
2216,223,2400160,22,220010065
2209,223,2400160,22,220010550
2205,223,2400160,22,220010909
2214,223,2400160,22,220011460
2205,223,2400160,22,220011849
2216,223,2400160,22,220012045
2207,223,2400160,22,220012338
2205,223,2400160,22,220012773
2207,223,2400160,22,220013322
2217,223,2400160,22,220013857
2207,223,2400160,22,220013907
2209,223,2400160,22,220014110
2215,223,2400160,22,220014138
2207,223,2400160,22,220014505
2204,223,2400160,22,220014785
2209,223,2400160,22,220015699
2209,223,2400160,22,220016605
2205,223,2400160,22,220016714
2204,223,2400160,22,220017318
2209,223,2400160,22,220017416
2207,223,2400160,22,220018358
2211,223,2400160,22,220019324
2214,223,2400160,22,220019664
2206,223,2400160,22,220020136
2207,223,2400160,22,220020264
2209,223,2400160,22,220020576
2205,223,2400160,22,220020603
2207,223,2400160,22,220021468
2204,223,2400160,22,220021530
2206,223,2400160,22,220022051
2205,223,2400160,22,220022567
2208,223,2400160,22,220023041
2207,223,2400160,22,220024961
2204,223,2400160,22,220025817
2217,223,2400160,22,220026220
2207,223,2400160,22,220026476
2207,223,2400160,22,220026730
2208,223,2400160,22,220027834
2205,223,2400160,22,220028797
2207,223,2400160,22,220029616
2207,223,2400160,22,220031906
2206,223,2400160,22,220032059
2209,223,2400160,22,220032165
2209,223,2400160,22,220032305
2208,223,2400160,22,220032699
2207,223,2400160,22,220032848
2206,223,2400160,22,220033632
2209,223,2400160,22,220034093
2213,223,2400160,22,220035074
2207,223,2400160,22,220035158
2206,223,2400160,22,220035703
2209,223,2400160,22,220036837
2204,223,2400160,22,220037617
2206,223,2400160,22,220038430
2207,223,2400160,22,220039080
2209,223,2400160,22,220039099
2212,223,2400160,22,220039944
2212,223,2400160,22,220041291
2207,223,2400160,22,220041426
2211,223,2400160,22,220041750
2205,223,2400160,22,220041831
2205,223,2400160,22,220042250
2206,223,2400160,22,220042320
2209,223,2400160,22,220042827
2207,223,2400160,22,220043037
2212,223,2400160,22,220043188
2215,223,2400160,22,220043315
2205,223,2400160,22,220044692
2209,223,2400160,22,220045257
2208,223,2400160,22,220045570
2207,223,2400160,22,220045690
2211,223,2400160,22,220046207
2209,223,2400160,22,220046280
2205,223,2400160,22,220046899
2217,223,2400160,22,220047178
2207,223,2400160,22,220047777
2215,223,2400160,22,220047919
2205,223,2400160,22,220048396
2205,223,2400160,22,220048949
2209,223,2400160,22,220049362
2208,223,2400160,22,220049648
2304,231,2635265,23,230001547
2304,231,2635265,23,230002263
2301,231,2635265,23,230004866
2303,231,2635265,23,230004905
2304,231,2635265,23,230010122
2301,231,2635265,23,230011879
2305,231,2635265,23,230012447
2304,231,2635265,23,230012980
2304,231,2635265,23,230014019
2304,231,2635265,23,230015590
2303,231,2635265,23,230016508
2305,231,2635265,23,230020092
2304,231,2635265,23,230023866
2305,231,2635265,23,230024326
2304,231,2635265,23,230025108
2305,231,2635265,23,230027013
2302,231,2635265,23,230028270
2304,231,2635265,23,230028850
2304,231,2635265,23,230029827
2301,231,2635265,23,230030300
2302,231,2635265,23,230030392
2304,231,2635265,23,230031313
2301,231,2635265,23,230033407
2301,231,2635265,23,230035669
2302,231,2635265,23,230037039
2304,231,2635265,23,230037674
2303,231,2635265,23,230038000
2306,231,2635265,23,230039661
2304,231,2635265,23,230047537
2305,231,2635265,23,230049613
2304,231,2635265,23,230051417
2304,231,2635265,23,230052507
2306,231,2635265,23,230055201
2301,231,2635265,23,230056707
2301,231,2635265,23,230057006
2304,231,2635265,23,230058235
2304,231,2635265,23,230058534
2302,231,2635265,23,230059277
2304,231,2635265,23,230061398
2304,231,2635265,23,230061569
2303,231,2635265,23,230062285
2301,231,2635265,23,230063427
2305,231,2635265,23,230064400
2301,231,2635265,23,230064680
2304,231,2635265,23,230066187
2304,231,2635265,23,230066687
2304,231,2635265,23,230070730
2302,231,2635265,23,230073634
2304,231,2635265,23,230075807
2304,231,2635265,23,230076601
2301,231,2635265,23,230079036
2305,231,2635265,23,230080141
2304,231,2635265,23,230081130
2301,231,2635265,23,230086909
2304,231,2635265,23,230088775
2305,231,2635265,23,230091317
2305,231,2635265,23,230093447
2304,231,2635265,23,230094637
2306,231,2635265,23,230095506
2305,231,2635265,23,230098234
2305,231,2635265,23,230099610
2302,231,2635265,23,230100220
2305,231,2635265,23,230101759
2301,231,2635265,23,230103396
2304,231,2635265,23,230103733
2305,231,2635265,23,230103907
2301,231,2635265,23,230105495
2303,231,2635265,23,230105736
2304,231,2635265,23,230105829
2304,231,2635265,23,230106279
2305,231,2635265,23,230106450
2306,231,2635265,23,230110017
2301,231,2635265,23,230110439
2305,231,2635265,23,230111304
2301,231,2635265,23,230112450
2301,231,2635265,23,230115678
2304,231,2635265,23,230116849
2306,231,2635265,23,230118107
2301,231,2635265,23,230119104
2304,231,2635265,23,230121989
2301,231,2635265,23,230122963
2304,231,2635265,23,230125610
2302,231,2635265,23,230126291
2305,231,2635265,23,230126873
2305,231,2635265,23,230127205
2302,231,2635265,23,230127680
2302,231,2635265,23,230129392
2305,231,2635265,23,230130130
2321,232,1287081,23,230005039
2309,232,1287081,23,230008450
2307,232,1287081,23,230011733
2307,232,1287081,23,230015072
2308,232,1287081,23,230015156
2309,232,1287081,23,230015460
2309,232,1287081,23,230016190
2307,232,1287081,23,230017455
2308,232,1287081,23,230019495
2307,232,1287081,23,230020321
2307,232,1287081,23,230020761
2307,232,1287081,23,230021901
2307,232,1287081,23,230031963
2307,232,1287081,23,230032673
2309,232,1287081,23,230037306
2307,232,1287081,23,230037594
2321,232,1287081,23,230038451
2307,232,1287081,23,230039956
2321,232,1287081,23,230040088
2309,232,1287081,23,230041717
2309,232,1287081,23,230044123
2308,232,1287081,23,230058429
2307,232,1287081,23,230058994
2308,232,1287081,23,230060000
2307,232,1287081,23,230063933
2307,232,1287081,23,230071467
2309,232,1287081,23,230074369
2309,232,1287081,23,230074584
2309,232,1287081,23,230075918
2307,232,1287081,23,230081194
2307,232,1287081,23,230084104
2309,232,1287081,23,230089487
2309,232,1287081,23,230108003
2307,232,1287081,23,230124075
2307,232,1287081,23,230126064
2309,232,1287081,23,230126819
2307,232,1287081,23,230127340
2317,233,5125086,23,230000125
2329,233,5125086,23,230000400
2316,233,5125086,23,230004160
2312,233,5125086,23,230005057
2311,233,5125086,23,230008680
2311,233,5125086,23,230009746
2317,233,5125086,23,230011300
2320,233,5125086,23,230011643
2313,233,5125086,23,230013239
2313,233,5125086,23,230013508
2323,233,5125086,23,230014046
2310,233,5125086,23,230014836
2315,233,5125086,23,230015009
2317,233,5125086,23,230016562
2325,233,5125086,23,230016908
2317,233,5125086,23,230017221
2311,233,5125086,23,230017820
2330,233,5125086,23,230020880
2316,233,5125086,23,230022374
2311,233,5125086,23,230025440
2320,233,5125086,23,230025486
2312,233,5125086,23,230026797
2316,233,5125086,23,230028215
2310,233,5125086,23,230029722
2318,233,5125086,23,230030410
2311,233,5125086,23,230031297
2316,233,5125086,23,230031684
2319,233,5125086,23,230032725
2316,233,5125086,23,230032761
2322,233,5125086,23,230034220
2317,233,5125086,23,230034284
2312,233,5125086,23,230036349
2311,233,5125086,23,230038092
2317,233,5125086,23,230041121
2313,233,5125086,23,230041375
2320,233,5125086,23,230042670
2314,233,5125086,23,230044141
2314,233,5125086,23,230044385
2324,233,5125086,23,230045730
2329,233,5125086,23,230047250
2313,233,5125086,23,230048421
2319,233,5125086,23,230048537
2311,233,5125086,23,230049043
2316,233,5125086,23,230049289
2315,233,5125086,23,230051318
2319,233,5125086,23,230052854
2311,233,5125086,23,230053105
2323,233,5125086,23,230054570
2313,233,5125086,23,230054844
2326,233,5125086,23,230054993
2316,233,5125086,23,230055460
2310,233,5125086,23,230056261
2327,233,5125086,23,230057632
2314,233,5125086,23,230057641
2326,233,5125086,23,230059534
2320,233,5125086,23,230059639
2310,233,5125086,23,230059798
2316,233,5125086,23,230060403
2316,233,5125086,23,230060477
2311,233,5125086,23,230061938
2329,233,5125086,23,230062197
2310,233,5125086,23,230062772
2319,233,5125086,23,230063111
2326,233,5125086,23,230063235
2319,233,5125086,23,230063810
2313,233,5125086,23,230064522
2319,233,5125086,23,230065957
2324,233,5125086,23,230068375
2319,233,5125086,23,230068830
2316,233,5125086,23,230074331
2318,233,5125086,23,230074340
2313,233,5125086,23,230075251
2317,233,5125086,23,230076410
2313,233,5125086,23,230078019
2330,233,5125086,23,230080307
2316,233,5125086,23,230080334
2316,233,5125086,23,230080536
2317,233,5125086,23,230081030
2311,233,5125086,23,230082243
2318,233,5125086,23,230083107
2319,233,5125086,23,230083604
2317,233,5125086,23,230083728
2319,233,5125086,23,230084602
2325,233,5125086,23,230085055
2322,233,5125086,23,230085683
2317,233,5125086,23,230092046
2325,233,5125086,23,230092107
2316,233,5125086,23,230093379
2320,233,5125086,23,230093962
2313,233,5125086,23,230094721
2316,233,5125086,23,230096733
2327,233,5125086,23,230096815
2316,233,5125086,23,230098069
2328,233,5125086,23,230099003
2311,233,5125086,23,230099361
2310,233,5125086,23,230100597
2316,233,5125086,23,230101000
2310,233,5125086,23,230101830
2311,233,5125086,23,230102746
2315,233,5125086,23,230103647
2317,233,5125086,23,230105810
2311,233,5125086,23,230107031
2314,233,5125086,23,230107040
2311,233,5125086,23,230107560
2327,233,5125086,23,230109306
2310,233,5125086,23,230110659
2310,233,5125086,23,230111214
2314,233,5125086,23,230111710
2311,233,5125086,23,230112024
2314,233,5125086,23,230112292
2317,233,5125086,23,230115160
2310,233,5125086,23,230115410
2323,233,5125086,23,230115576
2315,233,5125086,23,230115733
2324,233,5125086,23,230116230
2316,233,5125086,23,230116511
2311,233,5125086,23,230116758
2330,233,5125086,23,230119245
2319,233,5125086,23,230119757
2313,233,5125086,23,230119898
2316,233,5125086,23,230121915
2316,233,5125086,23,230122884
2328,233,5125086,23,230123144
2314,233,5125086,23,230124874
2311,233,5125086,23,230124913
2317,233,5125086,23,230126382
2318,233,5125086,23,230126728
2319,233,5125086,23,230126764
2328,233,5125086,23,230127949
2322,233,5125086,23,230128256
2401,241,874749,24,240003139
2401,241,874749,24,240004473
2402,241,874749,24,240004774
2401,241,874749,24,240007657
2401,241,874749,24,240009150
2402,241,874749,24,240009680
2402,241,874749,24,240011907
2401,241,874749,24,240011916
2401,241,874749,24,240015380
2401,241,874749,24,240016756
2401,241,874749,24,240017734
2401,241,874749,24,240017780
2401,241,874749,24,240018547
2401,241,874749,24,240018819
2401,241,874749,24,240018942
2402,241,874749,24,240019035
2401,241,874749,24,240019660
2401,241,874749,24,240021436
2402,241,874749,24,240021940
2401,241,874749,24,240025628
2402,241,874749,24,240026726
2401,241,874749,24,240027885
2401,241,874749,24,240028475
2401,241,874749,24,240030826
2401,241,874749,24,240031370
2401,241,874749,24,240031867
2401,241,874749,24,240036250
2401,241,874749,24,240036414
2401,241,874749,24,240036841
2401,241,874749,24,240038409
2401,241,874749,24,240039284
2401,241,874749,24,240039579
2401,241,874749,24,240039655
2401,241,874749,24,240039731
2401,241,874749,24,240041837
2402,241,874749,24,240042168
2402,241,874749,24,240044877
2409,242,639074,24,240003033
2403,242,639074,24,240004971
2403,242,639074,24,240005448
2403,242,639074,24,240006321
2403,242,639074,24,240009313
2403,242,639074,24,240009993
2403,242,639074,24,240010657
2409,242,639074,24,240013154
2403,242,639074,24,240018574
2403,242,639074,24,240019320
2403,242,639074,24,240019357
2409,242,639074,24,240019945
2403,242,639074,24,240020499
2403,242,639074,24,240020618
2403,242,639074,24,240021562
2403,242,639074,24,240023411
2403,242,639074,24,240023831
2403,242,639074,24,240031316
2403,242,639074,24,240035911
2403,242,639074,24,240037953
2403,242,639074,24,240038657
2403,242,639074,24,240039161
2406,243,1952767,24,240001720
2407,243,1952767,24,240002122
2404,243,1952767,24,240003175
2410,243,1952767,24,240003787
2407,243,1952767,24,240005022
2408,243,1952767,24,240005271
2407,243,1952767,24,240006621
2407,243,1952767,24,240008724
2405,243,1952767,24,240008954
2407,243,1952767,24,240012440
2404,243,1952767,24,240012830
2406,243,1952767,24,240012876
2405,243,1952767,24,240013382
2405,243,1952767,24,240013565
2405,243,1952767,24,240013642
2407,243,1952767,24,240014282
2412,243,1952767,24,240014312
2404,243,1952767,24,240014604
2405,243,1952767,24,240014866
2404,243,1952767,24,240016283
2407,243,1952767,24,240017171
2405,243,1952767,24,240017190
2407,243,1952767,24,240017494
2406,243,1952767,24,240017959
2405,243,1952767,24,240018344
2410,243,1952767,24,240018730
2407,243,1952767,24,240019008
2411,243,1952767,24,240019243
2406,243,1952767,24,240019981
2405,243,1952767,24,240020874
2405,243,1952767,24,240022127
2404,243,1952767,24,240022605
2412,243,1952767,24,240022632
2407,243,1952767,24,240023029
2408,243,1952767,24,240023763
2405,243,1952767,24,240024347
2406,243,1952767,24,240024845
2405,243,1952767,24,240025294
2405,243,1952767,24,240027590
2405,243,1952767,24,240028218
2408,243,1952767,24,240028729
2404,243,1952767,24,240028880
2404,243,1952767,24,240028995
2405,243,1952767,24,240029222
2407,243,1952767,24,240030330
2405,243,1952767,24,240031244
2405,243,1952767,24,240032426
2405,243,1952767,24,240032579
2412,243,1952767,24,240033437
2411,243,1952767,24,240033514
2408,243,1952767,24,240033857
2405,243,1952767,24,240034842
2407,243,1952767,24,240035920
2405,243,1952767,24,240036205
2406,243,1952767,24,240036723
2405,243,1952767,24,240036788
2404,243,1952767,24,240037149
2404,243,1952767,24,240037247
2408,243,1952767,24,240037579
2404,243,1952767,24,240038251
2404,243,1952767,24,240038840
2404,243,1952767,24,240038900
2408,243,1952767,24,240039085
2405,243,1952767,24,240039360
2410,243,1952767,24,240041304
2405,243,1952767,24,240041331
2411,243,1952767,24,240041520
2407,243,1952767,24,240042112
2501,251,796088,25,250001533
2501,251,796088,25,250001821
2501,251,796088,25,250003314
2503,251,796088,25,250004090
2512,251,796088,25,250005127
2512,251,796088,25,250006489
2501,251,796088,25,250006742
2501,251,796088,25,250009647
2501,251,796088,25,250010741
2501,251,796088,25,250013837
2502,251,796088,25,250016477
2502,251,796088,25,250018811
2503,251,796088,25,250019331
2501,251,796088,25,250023287
2502,251,796088,25,250024960
2501,251,796088,25,250026456
2501,251,796088,25,250027574
2502,251,796088,25,250031101
2501,251,796088,25,250032251
2502,251,796088,25,250032270
2503,251,796088,25,250033380
2501,251,796088,25,250033517
2503,251,796088,25,250033772
2502,251,796088,25,250034252
2502,251,796088,25,250034732
2501,251,796088,25,250037811
2501,251,796088,25,250038341
2503,251,796088,25,250041514
2502,251,796088,25,250043350
2512,251,796088,25,250043396
2501,251,796088,25,250045070
2502,251,796088,25,250046705
2501,251,796088,25,250048086
2501,251,796088,25,250048620
2501,251,796088,25,250050219
2501,251,796088,25,250053511
2501,251,796088,25,250057280
2501,251,796088,25,250057870
2503,251,796088,25,250060802
2502,251,796088,25,250061519
2501,251,796088,25,250062012
2504,252,501794,25,250002161
2505,252,501794,25,250003332
2505,252,501794,25,250004110
2504,252,501794,25,250005469
2504,252,501794,25,250011397
2513,252,501794,25,250011676
2504,252,501794,25,250013070
2504,252,501794,25,250016059
2505,252,501794,25,250016812
2504,252,501794,25,250017503
2504,252,501794,25,250018010
2504,252,501794,25,250019608
2513,252,501794,25,250023651
2513,252,501794,25,250030755
2504,252,501794,25,250034620
2505,252,501794,25,250037357
2505,252,501794,25,250041163
2504,252,501794,25,250042072
2504,252,501794,25,250042755
2504,252,501794,25,250043290
2505,252,501794,25,250046114
2504,252,501794,25,250049143
2504,252,501794,25,250053795
2506,253,2666980,25,250002180
2507,253,2666980,25,250002393
2511,253,2666980,25,250002598
2507,253,2666980,25,250002630
2507,253,2666980,25,250003379
2514,253,2666980,25,250005764
2507,253,2666980,25,250006206
2506,253,2666980,25,250007210
2518,253,2666980,25,250008031
2509,253,2666980,25,250009882
2506,253,2666980,25,250010320
2507,253,2666980,25,250011982
2506,253,2666980,25,250012150
2511,253,2666980,25,250012860
2508,253,2666980,25,250013367
2517,253,2666980,25,250013923
2509,253,2666980,25,250014014
2510,253,2666980,25,250014136
2507,253,2666980,25,250014530
2510,253,2666980,25,250014577
2516,253,2666980,25,250014634
2511,253,2666980,25,250014699
2510,253,2666980,25,250015217
2510,253,2666980,25,250015439
2511,253,2666980,25,250015586
2507,253,2666980,25,250016268
2508,253,2666980,25,250016286
2511,253,2666980,25,250016521
2517,253,2666980,25,250016795
2510,253,2666980,25,250017002
2506,253,2666980,25,250017272
2509,253,2666980,25,250017307
2507,253,2666980,25,250018190
2508,253,2666980,25,250018595
2506,253,2666980,25,250018646
2509,253,2666980,25,250019568
2507,253,2666980,25,250019653
2510,253,2666980,25,250019880
2506,253,2666980,25,250019920
2508,253,2666980,25,250020107
2506,253,2666980,25,250021097
2508,253,2666980,25,250021203
2510,253,2666980,25,250021268
2508,253,2666980,25,250021646
2507,253,2666980,25,250023405
2506,253,2666980,25,250023432
2507,253,2666980,25,250023606
2510,253,2666980,25,250023698
2515,253,2666980,25,250024049
2510,253,2666980,25,250024133
2507,253,2666980,25,250024499
2507,253,2666980,25,250024669
2514,253,2666980,25,250025159
2507,253,2666980,25,250025250
2510,253,2666980,25,250026000
2508,253,2666980,25,250026392
2507,253,2666980,25,250026565
2506,253,2666980,25,250027019
2509,253,2666980,25,250027108
2507,253,2666980,25,250028478
2510,253,2666980,25,250028730
2506,253,2666980,25,250029510
2517,253,2666980,25,250029936
2508,253,2666980,25,250029945
2507,253,2666980,25,250030095
2508,253,2666980,25,250030169
2507,253,2666980,25,250030443
2506,253,2666980,25,250031770
2508,253,2666980,25,250032605
2509,253,2666980,25,250032720
2510,253,2666980,25,250032916
2506,253,2666980,25,250033198
2507,253,2666980,25,250033928
2506,253,2666980,25,250034130
2510,253,2666980,25,250034422
2511,253,2666980,25,250034958
2507,253,2666980,25,250034985
2515,253,2666980,25,250035322
2510,253,2666980,25,250036590
2511,253,2666980,25,250037301
2516,253,2666980,25,250037704
2507,253,2666980,25,250037983
2518,253,2666980,25,250038613
2515,253,2666980,25,250039014
2507,253,2666980,25,250039526
2514,253,2666980,25,250039676
2510,253,2666980,25,250039857
2510,253,2666980,25,250040862
2510,253,2666980,25,250041470
2518,253,2666980,25,250041957
2506,253,2666980,25,250043692
2510,253,2666980,25,250043980
2506,253,2666980,25,250045560
2508,253,2666980,25,250045856
2506,253,2666980,25,250046841
2510,253,2666980,25,250047499
2506,253,2666980,25,250047603
2510,253,2666980,25,250048349
2507,253,2666980,25,250048992
2510,253,2666980,25,250049049
2508,253,2666980,25,250050951
2510,253,2666980,25,250051070
2506,253,2666980,25,250051954
2510,253,2666980,25,250052558
2516,253,2666980,25,250071010
2601,261,1634483,26,260008449
2602,261,1634483,26,260008536
2601,261,1634483,26,260009205
2601,261,1634483,26,260010479
2601,261,1634483,26,260011362
2601,261,1634483,26,260012738
2601,261,1634483,26,260012890
2601,261,1634483,26,260016770
2603,261,1634483,26,260017506
2603,261,1634483,26,260019135
2602,261,1634483,26,260020485
2602,261,1634483,26,260020512
2602,261,1634483,26,260021710
2602,261,1634483,26,260023193
2603,261,1634483,26,260023740
2601,261,1634483,26,260025189
2603,261,1634483,26,260031050
2603,261,1634483,26,260033450
2601,261,1634483,26,260034151
2601,261,1634483,26,260034189
2603,261,1634483,26,260035297
2601,261,1634483,26,260035889
2601,261,1634483,26,260037832
2602,261,1634483,26,260039071
2601,261,1634483,26,260042758
2601,261,1634483,26,260045100
2601,261,1634483,26,260049278
2601,261,1634483,26,260052861
2601,261,1634483,26,260053820
2601,261,1634483,26,260060989
2602,261,1634483,26,260062006
2602,261,1634483,26,260063530
2601,261,1634483,26,260065760
2601,261,1634483,26,260068212
2602,261,1634483,26,260070674
2602,261,1634483,26,260073135
2602,261,1634483,26,260073478
2601,261,1634483,26,260073747
2602,261,1634483,26,260077395
2601,261,1634483,26,260081804
2601,261,1634483,26,260082394
2603,261,1634483,26,260083105
2601,261,1634483,26,260084948
2602,261,1634483,26,260091009
2602,261,1634483,26,260094400
2601,261,1634483,26,260095855
2601,261,1634483,26,260098859
2601,261,1634483,26,260100238
2601,261,1634483,26,260101199
2601,261,1634483,26,260101710
2602,261,1634483,26,260102771
2601,261,1634483,26,260103157
2601,261,1634483,26,260104491
2601,261,1634483,26,260105595
2601,261,1634483,26,260105947
2601,261,1634483,26,260109816
2601,261,1634483,26,260113319
2601,261,1634483,26,260113423
2601,261,1634483,26,260116210
2601,261,1634483,26,260116956
2602,261,1634483,26,260118951
2601,261,1634483,26,260120910
2601,261,1634483,26,260129517
2604,262,2330568,26,260003678
2605,262,2330568,26,260007590
2605,262,2330568,26,260008282
2606,262,2330568,26,260008324
2605,262,2330568,26,260009174
2605,262,2330568,26,260011263
2605,262,2330568,26,260012418
2604,262,2330568,26,260012668
2616,262,2330568,26,260013894
2605,262,2330568,26,260015367
2604,262,2330568,26,260021107
2605,262,2330568,26,260022034
2605,262,2330568,26,260022814
2604,262,2330568,26,260023796
2605,262,2330568,26,260027343
2604,262,2330568,26,260027595
2605,262,2330568,26,260029512
2605,262,2330568,26,260031727
2605,262,2330568,26,260031943
2605,262,2330568,26,260032565
2604,262,2330568,26,260033250
2616,262,2330568,26,260033852
2606,262,2330568,26,260038362
2605,262,2330568,26,260039280
2605,262,2330568,26,260039918
2605,262,2330568,26,260041770
2605,262,2330568,26,260043467
2605,262,2330568,26,260044693
2605,262,2330568,26,260044723
2605,262,2330568,26,260047114
2616,262,2330568,26,260047295
2604,262,2330568,26,260048033
2605,262,2330568,26,260048696
2605,262,2330568,26,260048747
2605,262,2330568,26,260049906
2605,262,2330568,26,260050532
2604,262,2330568,26,260051984
2605,262,2330568,26,260052843
2604,262,2330568,26,260053866
2605,262,2330568,26,260054043
2604,262,2330568,26,260055089
2605,262,2330568,26,260055892
2604,262,2330568,26,260058367
2605,262,2330568,26,260058708
2605,262,2330568,26,260061495
2606,262,2330568,26,260062901
2605,262,2330568,26,260065252
2604,262,2330568,26,260065964
2606,262,2330568,26,260066511
2604,262,2330568,26,260066576
2605,262,2330568,26,260069064
2604,262,2330568,26,260070638
2605,262,2330568,26,260072643
2605,262,2330568,26,260073469
2604,262,2330568,26,260074573
2604,262,2330568,26,260074761
2604,262,2330568,26,260077152
2605,262,2330568,26,260078265
2605,262,2330568,26,260079007
2605,262,2330568,26,260079877
2605,262,2330568,26,260080350
2606,262,2330568,26,260081237
2604,262,2330568,26,260083055
2605,262,2330568,26,260085747
2604,262,2330568,26,260087463
2604,262,2330568,26,260088041
2605,262,2330568,26,260090733
2604,262,2330568,26,260092017
2605,262,2330568,26,260093829
2605,262,2330568,26,260093874
2605,262,2330568,26,260098821
2605,262,2330568,26,260101829
2604,262,2330568,26,260102150
2605,262,2330568,26,260102790
2605,262,2330568,26,260103385
2604,262,2330568,26,260104473
2605,262,2330568,26,260105716
2605,262,2330568,26,260106103
2605,262,2330568,26,260107423
2605,262,2330568,26,260108733
2605,262,2330568,26,260117322
2605,262,2330568,26,260118625
2605,262,2330568,26,260118634
2605,262,2330568,26,260120470
2604,262,2330568,26,260121607
2624,263,5448350,26,260000114
2618,263,5448350,26,260000343
2614,263,5448350,26,260000628
2607,263,5448350,26,260001707
2620,263,5448350,26,260001960
2613,263,5448350,26,260002137
2617,263,5448350,26,260002234
2608,263,5448350,26,260002493
2610,263,5448350,26,260003545
2613,263,5448350,26,260004497
2613,263,5448350,26,260004733
2614,263,5448350,26,260005221
2621,263,5448350,26,260006854
2613,263,5448350,26,260007509
2613,263,5448350,26,260007957
2613,263,5448350,26,260008070
2610,263,5448350,26,260008080
2613,263,5448350,26,260009640
2608,263,5448350,26,260010378
2611,263,5448350,26,260012409
2614,263,5448350,26,260013018
2621,263,5448350,26,260016124
2610,263,5448350,26,260018464
2624,263,5448350,26,260019692
2614,263,5448350,26,260020164
2615,263,5448350,26,260021251
2610,263,5448350,26,260021521
2613,263,5448350,26,260021810
2607,263,5448350,26,260022345
2611,263,5448350,26,260022586
2608,263,5448350,26,260023595
2607,263,5448350,26,260024521
2614,263,5448350,26,260024577
2607,263,5448350,26,260025391
2613,263,5448350,26,260026103
2614,263,5448350,26,260026221
2612,263,5448350,26,260026577
2622,263,5448350,26,260027639
2613,263,5448350,26,260029396
2620,263,5448350,26,260029436
2615,263,5448350,26,260031178
2611,263,5448350,26,260031475
2608,263,5448350,26,260031925
2608,263,5448350,26,260035057
2613,263,5448350,26,260035898
2613,263,5448350,26,260039243
2613,263,5448350,26,260039261
2614,263,5448350,26,260039424
2607,263,5448350,26,260040645
2611,263,5448350,26,260043485
2607,263,5448350,26,260043580
2610,263,5448350,26,260044000
