ESTRATO_POF,pos_estrato,tot_pop,uf,COD_UPA
1309,133,1409456,13,130022760
1308,133,1409456,13,130024650
1308,133,1409456,13,130025187
1308,133,1409456,13,130025668
1314,133,1409456,13,130027477
1310,133,1409456,13,130027486
1309,133,1409456,13,130028883
1309,133,1409456,13,130030453
1309,133,1409456,13,130030911
1313,133,1409456,13,130032420
1308,133,1409456,13,130033202
1316,133,1409456,13,130033353
1308,133,1409456,13,130033604
1308,133,1409456,13,130033974
1309,133,1409456,13,130034903
1309,133,1409456,13,130035730
1315,133,1409456,13,130036645
1309,133,1409456,13,130037240
1313,133,1409456,13,130037840
1314,133,1409456,13,130038614
1309,133,1409456,13,130039496
1308,133,1409456,13,130040919
1313,133,1409456,13,130041164
1310,133,1409456,13,130041182
1316,133,1409456,13,130043524
1310,133,1409456,13,130046106
1309,133,1409456,13,130047346
1308,133,1409456,13,130048174
1316,133,1409456,13,130048280
1309,133,1409456,13,130050851
1310,133,1409456,13,130052841
1308,133,1409456,13,130053864
1308,133,1409456,13,130054634
1308,133,1409456,13,130057192
1401,141,359522,14,140000050
1401,141,359522,14,140000060
1404,141,359522,14,140000371
1402,141,359522,14,140000500
1401,141,359522,14,140000638
1401,141,359522,14,140000647
1401,141,359522,14,140000784
1402,141,359522,14,140000959
1401,141,359522,14,140001013
1401,141,359522,14,140001249
1401,141,359522,14,140001393
1401,141,359522,14,140001474
1402,141,359522,14,140001780
1401,141,359522,14,140001843
1401,141,359522,14,140001924
1402,141,359522,14,140001970
1401,141,359522,14,140002059
1401,141,359522,14,140002235
1401,141,359522,14,140002607
1401,141,359522,14,140002936
1401,141,359522,14,140003212
1401,141,359522,14,140003221
1401,141,359522,14,140003259
1402,141,359522,14,140003450
1401,141,359522,14,140003700
1401,141,359522,14,140003966
1401,141,359522,14,140004066
1401,141,359522,14,140004254
1401,141,359522,14,140004311
1402,141,359522,14,140004470
1402,141,359522,14,140004743
1402,141,359522,14,140004996
1401,141,359522,14,140005213
1404,141,359522,14,140005222
1402,141,359522,14,140005315
1401,141,359522,14,140005537
1401,141,359522,14,140005639
1402,141,359522,14,140005740
1402,141,359522,14,140005777
1401,141,359522,14,140005786
1402,141,359522,14,140005832
1402,141,359522,14,140005952
1402,141,359522,14,140006228
1402,141,359522,14,140006346
1402,141,359522,14,140006437
1401,141,359522,14,140006628
1401,141,359522,14,140006664
1401,141,359522,14,140006873
1401,141,359522,14,140006991
1402,141,359522,14,140007081
1401,141,359522,14,140007134
1402,141,359522,14,140007143
1402,141,359522,14,140007161
1402,141,359522,14,140007288
1401,141,359522,14,140007330
1401,141,359522,14,140007340
1404,141,359522,14,140007401
1401,141,359522,14,140007420
1402,141,359522,14,140008008
1402,141,359522,14,140008361
1401,141,359522,14,140008399
1402,141,359522,14,140008711
1405,143,146995,14,140000757
1403,143,146995,14,140001375
1403,143,146995,14,140001500
1403,143,146995,14,140001573
1403,143,146995,14,140002192
1405,143,146995,14,140002449
1403,143,146995,14,140002796
1403,143,146995,14,140003623
1403,143,146995,14,140003774
1403,143,146995,14,140006746
1403,143,146995,14,140006864
1403,143,146995,14,140007223
1405,143,146995,14,140007626
1403,143,146995,14,140007751
1403,143,146995,14,140008196
1403,143,146995,14,140008200
1503,151,1482650,15,150000888
1502,151,1482650,15,150001205
1503,151,1482650,15,150001549
1501,151,1482650,15,150016773
1501,151,1482650,15,150020433
1501,151,1482650,15,150023247
1502,151,1482650,15,150028612
1501,151,1482650,15,150029190
1501,151,1482650,15,150029639
1501,151,1482650,15,150032202
1501,151,1482650,15,150038058
1512,151,1482650,15,150039010
1502,151,1482650,15,150041872
1502,151,1482650,15,150043652
1501,151,1482650,15,150049235
1501,151,1482650,15,150050967
1501,151,1482650,15,150052660
1501,151,1482650,15,150053509
1512,151,1482650,15,150055157
1503,151,1482650,15,150060350
1501,151,1482650,15,150066670
1502,151,1482650,15,150068888
1502,151,1482650,15,150073060
1502,151,1482650,15,150073713
1501,151,1482650,15,150077700
1501,151,1482650,15,150078153
1512,151,1482650,15,150078559
1503,151,1482650,15,150081916
1501,151,1482650,15,150082236
1501,151,1482650,15,150083784
1504,152,802760,15,150005567
1504,152,802760,15,150014039
1504,152,802760,15,150021580
1504,152,802760,15,150023771
1505,152,802760,15,150026399
1504,152,802760,15,150028773
1505,152,802760,15,150041015
1504,152,802760,15,150042255
1504,152,802760,15,150053678
1504,152,802760,15,150054393
1513,152,802760,15,150056081
1513,152,802760,15,150059024
1513,152,802760,15,150060836
1504,152,802760,15,150071035
1504,152,802760,15,150077595
1505,152,802760,15,150085908
1514,153,6147488,15,150000410
1508,153,6147488,15,150000603
1507,153,6147488,15,150000970
1514,153,6147488,15,150001594
1514,153,6147488,15,150001891
1518,153,6147488,15,150002060
1506,153,6147488,15,150002716
1506,153,6147488,15,150003680
1508,153,6147488,15,150004201
1518,153,6147488,15,150004782
1514,153,6147488,15,150004961
1514,153,6147488,15,150005243
1516,153,6147488,15,150005261
1506,153,6147488,15,150005622
1509,153,6147488,15,150006094
1514,153,6147488,15,150006185
1514,153,6147488,15,150006620
1506,153,6147488,15,150008346
1509,153,6147488,15,150008723
1514,153,6147488,15,150009408
1516,153,6147488,15,150011087
1515,153,6147488,15,150011474
1514,153,6147488,15,150011771
1506,153,6147488,15,150012183
1516,153,6147488,15,150012857
1514,153,6147488,15,150012893
1509,153,6147488,15,150013660
1508,153,6147488,15,150014349
1509,153,6147488,15,150014904
1518,153,6147488,15,150015231
1519,153,6147488,15,150016482
1510,153,6147488,15,150017170
1510,153,6147488,15,150017869
1509,153,6147488,15,150018104
1506,153,6147488,15,150019120
1518,153,6147488,15,150019157
1507,153,6147488,15,150019650
1508,153,6147488,15,150021633
1514,153,6147488,15,150022872
1510,153,6147488,15,150023105
1508,153,6147488,15,150023658
1510,153,6147488,15,150023909
1514,153,6147488,15,150024045
1514,153,6147488,15,150024835
1516,153,6147488,15,150025441
1514,153,6147488,15,150026716
1510,153,6147488,15,150027285
1506,153,6147488,15,150027356
1514,153,6147488,15,150027445
1516,153,6147488,15,150029127
1506,153,6147488,15,150030688
1508,153,6147488,15,150031875
1518,153,6147488,15,150032718
1510,153,6147488,15,150034128
1515,153,6147488,15,150034578
1506,153,6147488,15,150035780
1506,153,6147488,15,150035901
1506,153,6147488,15,150036669
1514,153,6147488,15,150036787
1506,153,6147488,15,150037059
1518,153,6147488,15,150037371
1508,153,6147488,15,150038145
1518,153,6147488,15,150038417
1507,153,6147488,15,150038490
1519,153,6147488,15,150038840
1516,153,6147488,15,150039256
1515,153,6147488,15,150040108
1519,153,6147488,15,150043146
1514,153,6147488,15,150043329
1514,153,6147488,15,150044605
1514,153,6147488,15,150044736
1518,153,6147488,15,150044772
1507,153,6147488,15,150044820
1508,153,6147488,15,150045206
1515,153,6147488,15,150045557
1507,153,6147488,15,150045852
1509,153,6147488,15,150046193
1508,153,6147488,15,150047815
1514,153,6147488,15,150048548
1508,153,6147488,15,150049208
1514,153,6147488,15,150050426
1507,153,6147488,15,150050682
1508,153,6147488,15,150050902
1508,153,6147488,15,150051248
1510,153,6147488,15,150051482
1517,153,6147488,15,150051662
1511,153,6147488,15,150051815
1514,153,6147488,15,150051960
1514,153,6147488,15,150052182
1516,153,6147488,15,150052299
1515,153,6147488,15,150052484
1516,153,6147488,15,150053700
1518,153,6147488,15,150054488
1507,153,6147488,15,150058103
1516,153,6147488,15,150058527
1506,153,6147488,15,150058880
1515,153,6147488,15,150059422
1516,153,6147488,15,150059708
1514,153,6147488,15,150059780
1518,153,6147488,15,150060423
1515,153,6147488,15,150061353
1517,153,6147488,15,150062037
1511,153,6147488,15,150064336
1518,153,6147488,15,150064390
1514,153,6147488,15,150064834
1514,153,6147488,15,150066706
1508,153,6147488,15,150067112
1516,153,6147488,15,150067391
1518,153,6147488,15,150068437
1517,153,6147488,15,150068948
1508,153,6147488,15,150069003
1516,153,6147488,15,150070613
1516,153,6147488,15,150071026
1515,153,6147488,15,150071810
1514,153,6147488,15,150072016
1514,153,6147488,15,150072150
1514,153,6147488,15,150072586
1506,153,6147488,15,150075096
1515,153,6147488,15,150075346
1510,153,6147488,15,150075493
1514,153,6147488,15,150077058
1511,153,6147488,15,150077512
1514,153,6147488,15,150077817
1518,153,6147488,15,150077871
1517,153,6147488,15,150077933
1515,153,6147488,15,150079038
1516,153,6147488,15,150079132
1514,153,6147488,15,150080620
1519,153,6147488,15,150080821
1506,153,6147488,15,150081385
1515,153,6147488,15,150081484
1506,153,6147488,15,150081709
1508,153,6147488,15,150081934
1508,153,6147488,15,150082227
1510,153,6147488,15,150082991
1518,153,6147488,15,150083497
1514,153,6147488,15,150083949
1508,153,6147488,15,150084303
1514,153,6147488,15,150086165
1511,153,6147488,15,150099023
1514,153,6147488,15,150099345
1517,153,6147488,15,150100745
1514,153,6147488,15,150103649
1518,153,6147488,15,150105987
1516,153,6147488,15,150106843
1516,153,6147488,15,150110798
1601,161,488989,16,160000029
1601,161,488989,16,160000139
1601,161,488989,16,160000175
1602,161,488989,16,160000294
1601,161,488989,16,160000303
1601,161,488989,16,160000340
1605,161,488989,16,160000808
1601,161,488989,16,160000981
1602,161,488989,16,160001145
1602,161,488989,16,160001588
1602,161,488989,16,160001811
1601,161,488989,16,160002560
1601,161,488989,16,160002611
1601,161,488989,16,160002791
1602,161,488989,16,160002834
1601,161,488989,16,160002978
1602,161,488989,16,160003455
1601,161,488989,16,160004070
1601,161,488989,16,160004550
1605,161,488989,16,160004702
1601,161,488989,16,160004928
1601,161,488989,16,160005098
1602,161,488989,16,160005180
1602,161,488989,16,160005264
1601,161,488989,16,160005339
1601,161,488989,16,160005967
1601,161,488989,16,160006005
1601,161,488989,16,160006079
1602,161,488989,16,160006132
1601,161,488989,16,160006441
1601,161,488989,16,160006588
1602,161,488989,16,160006888
1601,161,488989,16,160006950
1601,161,488989,16,160007022
1601,161,488989,16,160007050
1601,161,488989,16,160007078
1601,161,488989,16,160007096
1602,161,488989,16,160007149
1605,161,488989,16,160007247
1602,161,488989,16,160007443
1601,161,488989,16,160007523
1602,161,488989,16,160007720
1603,162,118769,16,160003674
1603,162,118769,16,160004326
1606,162,118769,16,160004842
1603,162,118769,16,160004982
1603,162,118769,16,160005348
1606,162,118769,16,160005949
1603,162,118769,16,160005985
1603,162,118769,16,160006179
1603,162,118769,16,160006497
1603,162,118769,16,160006732
1603,162,118769,16,160006905
1603,162,118769,16,160007354
1606,162,118769,16,160007425
1604,163,206102,16,160000193
1604,163,206102,16,160000514
1604,163,206102,16,160000541
1604,163,206102,16,160001073
1604,163,206102,16,160001154
1607,163,206102,16,160001622
1604,163,206102,16,160002602
1604,163,206102,16,160002658
1604,163,206102,16,160002843
1607,163,206102,16,160003218
1607,163,206102,16,160004898
1604,163,206102,16,160005412
1604,163,206102,16,160005634
1604,163,206102,16,160005652
1604,163,206102,16,160006641
1604,163,206102,16,160007748
1706,171,288770,17,170000122
1701,171,288770,17,170000260
1701,171,288770,17,170003266
1701,171,288770,17,170003621
1706,171,288770,17,170004130
1701,171,288770,17,170004553
1706,171,288770,17,170007689
1701,171,288770,17,170008218
1701,171,288770,17,170009023
1701,171,288770,17,170010918
1701,171,288770,17,170011208
1701,171,288770,17,170013692
1701,171,288770,17,170017111
1701,171,288770,17,170017846
1701,171,288770,17,170018251
1701,171,288770,17,170019400
1701,171,288770,17,170020365
1701,171,288770,17,170023005
1701,171,288770,17,170024332
1703,173,1245958,17,170000140
1704,173,1245958,17,170000214
1704,173,1245958,17,170000910
1704,173,1245958,17,170000957
1704,173,1245958,17,170001175
1705,173,1245958,17,170001481
1703,173,1245958,17,170001805
1705,173,1245958,17,170001996
1702,173,1245958,17,170002127
1704,173,1245958,17,170002242
1707,173,1245958,17,170002359
1704,173,1245958,17,170002846
1703,173,1245958,17,170002916
1702,173,1245958,17,170002943
1704,173,1245958,17,170003160
1707,173,1245958,17,170003248
1702,173,1245958,17,170004073
1702,173,1245958,17,170004329
1708,173,1245958,17,170004535
1702,173,1245958,17,170004544
1703,173,1245958,17,170004818
1704,173,1245958,17,170004863
1702,173,1245958,17,170005138
1704,173,1245958,17,170005988
1704,173,1245958,17,170006308
1703,173,1245958,17,170006335
1708,173,1245958,17,170006371
1707,173,1245958,17,170007160
1702,173,1245958,17,170007796
1708,173,1245958,17,170008098
1705,173,1245958,17,170008341
1704,173,1245958,17,170008484
1704,173,1245958,17,170009050
1705,173,1245958,17,170009182
1704,173,1245958,17,170009866
1702,173,1245958,17,170010029
1702,173,1245958,17,170010148
1707,173,1245958,17,170010651
1702,173,1245958,17,170011000
1704,173,1245958,17,170011082
1704,173,1245958,17,170011136
1702,173,1245958,17,170011343
1705,173,1245958,17,170011352
1708,173,1245958,17,170011920
1708,173,1245958,17,170011966
1704,173,1245958,17,170012018
1704,173,1245958,17,170012054
1702,173,1245958,17,170012160
1702,173,1245958,17,170012259
1705,173,1245958,17,170012356
1704,173,1245958,17,170012435
1708,173,1245958,17,170012694
1704,173,1245958,17,170012880
1705,173,1245958,17,170013062
1702,173,1245958,17,170013112
1707,173,1245958,17,170013610
1702,173,1245958,17,170013724
1705,173,1245958,17,170014165
1704,173,1245958,17,170015718
1702,173,1245958,17,170016460
1705,173,1245958,17,170016523
1703,173,1245958,17,170016750
1702,173,1245958,17,170017668
1702,173,1245958,17,170018012
1704,173,1245958,17,170018040
1704,173,1245958,17,170018086
1702,173,1245958,17,170018394
1703,173,1245958,17,170018541
1702,173,1245958,17,170019067
1703,173,1245958,17,170019076
1702,173,1245958,17,170019532
1707,173,1245958,17,170019673
1704,173,1245958,17,170019903
1703,173,1245958,17,170019995
1702,173,1245958,17,170020347
2101,211,1091066,21,210000743
2102,211,1091066,21,210007775
2101,211,1091066,21,210007819
2103,211,1091066,21,210007882
2103,211,1091066,21,210019806
2102,211,1091066,21,210025970
2114,211,1091066,21,210027976
2102,211,1091066,21,210028238
2114,211,1091066,21,210030094
2101,211,1091066,21,210031444
2103,211,1091066,21,210031714
2101,211,1091066,21,210031940
2103,211,1091066,21,210033150
2102,211,1091066,21,210035368
2102,211,1091066,21,210036643
2102,211,1091066,21,210044370
2101,211,1091066,21,210048049
2114,211,1091066,21,210049341
2103,211,1091066,21,210050171
2101,211,1091066,21,210051539
2101,211,1091066,21,210052510
2101,211,1091066,21,210060462
2101,211,1091066,21,210061905
2101,211,1091066,21,210062002
2101,211,1091066,21,210062563
2101,211,1091066,21,210063814
2102,211,1091066,21,210064715
2101,211,1091066,21,210065360
2101,211,1091066,21,210067198
2101,211,1091066,21,210067213
2102,211,1091066,21,210067643
2101,211,1091066,21,210070762
2101,211,1091066,21,210071713
2101,211,1091066,21,210072640
2101,211,1091066,21,210076324
2101,211,1091066,21,210079126
2101,211,1091066,21,210081360
2101,211,1091066,21,210090730
2101,211,1091066,21,210092263
2102,211,1091066,21,210092281
2104,212,348805,21,210002773
2104,212,348805,21,210020463
2115,212,348805,21,210031633
2104,212,348805,21,210044710
2115,212,348805,21,210054915
2115,212,348805,21,210067939
2104,212,348805,21,210071038
2104,212,348805,21,210073885
2107,213,5543935,21,210000056
2109,213,5543935,21,210000386
2110,213,5543935,21,210000871
2108,213,5543935,21,210001181
2119,213,5543935,21,210001901
2110,213,5543935,21,210002090
2108,213,5543935,21,210002694
2108,213,5543935,21,210003026
2108,213,5543935,21,210003820
2110,213,5543935,21,210005339
2106,213,5543935,21,210005588
2117,213,5543935,21,210005772
2106,213,5543935,21,210006541
2105,213,5543935,21,210008550
2110,213,5543935,21,210009161
2123,213,5543935,21,210009210
2121,213,5543935,21,210009248
2106,213,5543935,21,210009673
2108,213,5543935,21,210010080
2124,213,5543935,21,210010200
2120,213,5543935,21,210010860
2106,213,5543935,21,210011232
2110,213,5543935,21,210011585
2108,213,5543935,21,210011693
2109,213,5543935,21,210012112
2110,213,5543935,21,210012831
2109,213,5543935,21,210013357
2112,213,5543935,21,210013996
2109,213,5543935,21,210014585
2110,213,5543935,21,210015438
2111,213,5543935,21,210015549
2116,213,5543935,21,210016667
2124,213,5543935,21,210017001
2105,213,5543935,21,210017075
2112,213,5543935,21,210017727
2119,213,5543935,21,210018530
2108,213,5543935,21,210018654
2106,213,5543935,21,210018857
2106,213,5543935,21,210019784
2106,213,5543935,21,210020023
2122,213,5543935,21,210020344
2112,213,5543935,21,210020445
2106,213,5543935,21,210020867
2125,213,5543935,21,210020986
2108,213,5543935,21,210021735
2107,213,5543935,21,210022138
2122,213,5543935,21,210022397
2106,213,5543935,21,210022731
2110,213,5543935,21,210023190
2108,213,5543935,21,210023203
2108,213,5543935,21,210024150
2108,213,5543935,21,210024302
2108,213,5543935,21,210024460
2113,213,5543935,21,210027789
2107,213,5543935,21,210028477
2112,213,5543935,21,210028546
2108,213,5543935,21,210028555
2105,213,5543935,21,210028642
2107,213,5543935,21,210028872
2110,213,5543935,21,210029224
2108,213,5543935,21,210029830
2106,213,5543935,21,210030287
2122,213,5543935,21,210030296
2106,213,5543935,21,210030424
2113,213,5543935,21,210030653
2111,213,5543935,21,210030947
2110,213,5543935,21,210031237
2110,213,5543935,21,210031723
2113,213,5543935,21,210032047
2112,213,5543935,21,210032083
2110,213,5543935,21,210032367
2108,213,5543935,21,210033840
2109,213,5543935,21,210034130
2108,213,5543935,21,210034638
2107,213,5543935,21,210035266
2106,213,5543935,21,210035672
2108,213,5543935,21,210036452
2106,213,5543935,21,210036634
2117,213,5543935,21,210037436
2106,213,5543935,21,210038175
2110,213,5543935,21,210038193
2111,213,5543935,21,210039561
2111,213,5543935,21,210041234
2119,213,5543935,21,210041569
2110,213,5543935,21,210044230
2106,213,5543935,21,210044897
2124,213,5543935,21,210047460
2108,213,5543935,21,210048629
2111,213,5543935,21,210048674
2109,213,5543935,21,210048725
2107,213,5543935,21,210050099
2107,213,5543935,21,210051312
2106,213,5543935,21,210051638
2109,213,5543935,21,210051872
2118,213,5543935,21,210052219
2112,213,5543935,21,210054107
