"","group","transport","odds_ratio","int2.5","int97.5","p_value"
"1","Homem_25-34","ride_hailing",0.669498065335052,0.431214413056784,1.03945426199925,0.0739214565594032
"2","Homem_35-49","ride_hailing",0.290155772698231,0.184321070941586,0.456759349324683,0.0000000955377435928108
"3","Homem_50-64","ride_hailing",0.270227242176659,0.168850432796328,0.432470093236212,0.0000000522959417052845
"4","Homem_65+","ride_hailing",0.264766142220031,0.125122404910149,0.560260251682483,0.000516471684959978
"5","Mulher_15-24","ride_hailing",1.36568244525574,0.938761219740534,1.98675499377273,0.103276576765582
"6","Mulher_25-34","ride_hailing",1.13108754839297,0.730869466904293,1.75046174462389,0.580399971824172
"7","Mulher_35-49","ride_hailing",0.804927723600233,0.562396020502443,1.15205054196759,0.23560216253868
"8","Mulher_50-64","ride_hailing",0.662088898836943,0.459676507767702,0.953630874224798,0.0268158960479235
"9","Mulher_65+","ride_hailing",1.17681035318445,0.713359572423196,1.94135280565147,0.52386259192337
"10","Homem_25-34","transporte_pub",0.322014505601695,0.275680618522774,0.376135770347373,0.00000000000000000000000000000000000000000000291480872384939
"11","Homem_35-49","transporte_pub",0.257840478929736,0.225082696292003,0.295365719666287,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000212357736097888
"12","Homem_50-64","transporte_pub",0.34932865930303,0.303583106386781,0.401967400830859,0.0000000000000000000000000000000000000000000000131189523216846
"13","Homem_65+","transporte_pub",0.243368510599817,0.19891553673385,0.297755685272693,0.00000000000000000000000000000000000000000565317695101925
"14","Mulher_15-24","transporte_pub",2.20790852749868,1.87886053796838,2.59458324196461,0.00000000000000000000113042306440676
"15","Mulher_25-34","transporte_pub",1.08842593532425,0.933593358361455,1.26893685144213,0.279192114803771
"16","Mulher_35-49","transporte_pub",0.983216489778397,0.865158564048018,1.1173843800944,0.795383892209408
"17","Mulher_50-64","transporte_pub",1.44043008251563,1.24734835069964,1.66339966012879,0.000000697824084828029
"18","Mulher_65+","transporte_pub",0.753807615795445,0.616813902898707,0.921227486865723,0.00577553310420979
"19","Homem_25-34","transporte_ind",3.30464632596698,2.83407735521436,3.85334836384558,0.00000000000000000000000000000000000000000000000000421429915136634
"20","Homem_35-49","transporte_ind",4.34588449195348,3.78210622109226,4.99370216311569,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000969464324776821
"21","Homem_50-64","transporte_ind",3.14671228471023,2.72652107687431,3.6316602452594,0.00000000000000000000000000000000000000000000000000000838645371329459
"22","Homem_65+","transporte_ind",3.29152538289416,2.73488137200809,3.96146591845831,0.0000000000000000000000000000000000094492595779925
"23","Mulher_15-24","transporte_ind",0.3144017277986,0.261250195344581,0.378366976194474,0.000000000000000000000000000000000703390649639389
"24","Mulher_25-34","transporte_ind",0.738484443083373,0.629031407417601,0.86698258027378,0.000215167393029629
"25","Mulher_35-49","transporte_ind",0.862128417555298,0.751632485370224,0.988868127473628,0.0340729491906694
"26","Mulher_50-64","transporte_ind",0.563528767069484,0.48541034846667,0.65421899701559,0.0000000000000608418139039829
"27","Mulher_65+","transporte_ind",0.464996945806487,0.373664840447474,0.578652675350534,0.00000000000776291559295964
"28","Homem_25-34","taxi",0.579544598067222,0.410607615403239,0.817987607996635,0.00193129395064069
"29","Homem_35-49","taxi",0.548538096024107,0.403294887101358,0.746089406073056,0.000132006158693166
"30","Homem_50-64","taxi",0.739744090599094,0.537502297839925,1.01808182360413,0.0643884699908275
"31","Homem_65+","taxi",1.68041573334019,1.20947121750506,2.33473686350493,0.00199207120504937
"32","Mulher_15-24","taxi",1.67176106338661,1.23637514511366,2.26046686889568,0.000850206535749849
"33","Mulher_25-34","taxi",1.90206221544864,1.42691630714162,2.53542597651338,0.0000119351885727522
"34","Mulher_35-49","taxi",1.95308139019745,1.50189861880976,2.53980319907249,0.00000061404854555279
"35","Mulher_50-64","taxi",2.20532337940121,1.68765208065572,2.88178544824472,0.0000000074014118720452
"36","Mulher_65+","taxi",7.9392166292623,5.92171357603467,10.6440745363713,0.00000000000000000000000000000000000000000119097954939895
