"","group","transport","odds_ratio","int2.5","int97.5","p_value"
"28","Preta_65+","transporte_pub",0.471916250373196,0.326104528486962,0.682925037562614,0.0000694186361155146
"29","Branca_25-34","transporte_ind",2.917271336559,2.47386845894137,3.44014736125081,0.00000000000000000000000000000000000206085232364888
"30","Branca_35-49","transporte_ind",3.87184104656847,3.33321676953381,4.49750320078616,0.000000000000000000000000000000000000000000000000000000000000000000116335019447602
"31","Branca_50-64","transporte_ind",2.94600116301695,2.53430625196836,3.42457540234392,0.0000000000000000000000000000000000000000000646319889858839
"32","Branca_65+","transporte_ind",3.2004875238501,2.62153095050837,3.90730477102847,0.00000000000000000000000000000886962511908424
"33","Parda_15-24","transporte_ind",1.06237421253197,0.893070877907142,1.26377311742359,0.494557890240885
"34","Parda_25-34","transporte_ind",2.60262170450763,2.19766371192268,3.08220029298664,0.000000000000000000000000000377835561966057
"35","Parda_35-49","transporte_ind",3.04253808947612,2.62533621622914,3.52603905308905,0.00000000000000000000000000000000000000000000000321128682458892
"36","Parda_50-64","transporte_ind",1.98113174550052,1.69911779220898,2.30995344232567,0.00000000000000000379962809871895
"37","Parda_65+","transporte_ind",2.02963297181763,1.62817793191833,2.53007359916478,0.000000000340410846779401
"38","Preta_15-24","transporte_ind",0.852114537580831,0.634344854044007,1.14464424283991,0.287937611535078
"39","Preta_25-34","transporte_ind",1.93746300566001,1.50551622247103,2.49333938902365,0.000000289317616162709
"40","Preta_35-49","transporte_ind",2.1998623420654,1.81952385189543,2.65970370160092,0.000000000000000519953378704924
"41","Preta_50-64","transporte_ind",1.55513468904153,1.26540455273548,1.91120214940925,0.000027543932499364
"42","Preta_65+","transporte_ind",1.24368647234485,0.88718299169615,1.74344645464453,0.205804451727123
"43","Branca_25-34","taxi",0.691375128883066,0.489767470350344,0.975972472194101,0.0359468982821515
"44","Branca_35-49","taxi",0.64497716489117,0.463252086595019,0.897989572564452,0.00943322948489358
"45","Branca_50-64","taxi",0.80987081901581,0.572686272942073,1.14528804771907,0.233052820136554
"46","Branca_65+","taxi",2.29822499808506,1.68273979528274,3.1388323712494,0.000000176012902879227
"47","Parda_15-24","taxi",1.16585940814756,0.837836706010826,1.6223067691052,0.362689171633452
"48","Parda_25-34","taxi",1.07739514076177,0.785734086154349,1.47731950260467,0.643510561876615
"49","Parda_35-49","taxi",1.17781637414871,0.87966873901071,1.57701569885608,0.271826970598847
"50","Parda_50-64","taxi",1.53397191698408,1.13325281854219,2.07638560751412,0.00563575946925549
"51","Parda_65+","taxi",4.03568985772829,2.87392204766918,5.66709616949423,0.00000000000000104209868799197
"52","Preta_15-24","taxi",0.725588599341282,0.419943500426552,1.2536896391045,0.250355890461711
"53","Preta_25-34","taxi",1.21421428979924,0.793944662939263,1.85695100725864,0.370598047332217
"54","Preta_35-49","taxi",0.973671466016704,0.615756161754729,1.53962913019577,0.909144799620273
"55","Preta_50-64","taxi",0.809301108003433,0.524184825408635,1.24949874866178,0.339733502900494
"56","Preta_65+","taxi",3.01661902211025,1.79878688514872,5.05895967982059,0.0000290465527413623
